complaint_id,unique_key,borough,post_code,apartment,problem_status_date,space_type,complaint_status,nta,problem_status,block,STAT_TS,ISSUE_ID,bin,unit_type,BUILDING_ID,LNG_AXIS,received_date,problem_duplicate_flag,CNL_SECT,bbl
5057073,15926843.0,BRONX,10459.0,1C,2010-02-22T09:14:34.000,KITCHEN,CLOSE,Longwood,CLOSE,1907-07-11,2010-02-24,10019739,2092025.0,APARTMENT,806751,-73.8905,2010-02-03T14:00:02.000,False,Zone-17,2027490005
5072049,15991040.0,BRONX,10472.0,3E,2010-02-17T17:49:34.000,KITCHEN,CLOSE,Castle Hill-Unionport,CLOSE,1910-05-30,2010-03-05,10052199,2026230.0,APARTMENT,59731,-73.8562,2010-02-12T12:30:44.000,False,Zone-18,2038030019
12366596,59129906.0,BROOKLYN,11218.0,BLDG,2023-10-18T15:04:24.000,BUILDING-WIDE,CLOSE,Kensington,CLOSE,1914-09-01,2023-10-19,24556614,3125499.0,BUILDING-WIDE,348537,-73.9738,2023-10-16T08:16:15.000,False,Zone-39,3053580071
5056673,15926091.0,BRONX,10468.0,3K,2010-02-04T10:34:05.000,ENTIRE APARTMENT,CLOSE,University Heights (North)-Fordham,CLOSE,1908-11-06,2010-02-04,10018790,2015073.0,APARTMENT,55917,-73.9132,2010-02-03T10:54:49.000,False,Zone-14,2032330070
12572664,59671254.0,MANHATTAN,10040.0,2D,2023-12-08T13:35:25.000,BUILDING-WIDE,CLOSE,Washington Heights (North),CLOSE,1905-12-09,2024-01-19,24865788,1064099.0,BUILDING-WIDE,29068,-73.9310,2023-12-07T20:14:37.000,False,Zone-10,1021700410
12566318,59651235.0,MANHATTAN,10030.0,6C,2023-12-08T20:06:54.000,LIVING ROOM,CLOSE,Harlem (North),CLOSE,1905-04-03,2023-12-09,24855777,1058296.0,APARTMENT,3551,-73.9433,2023-12-05T16:08:56.000,False,Zone-9,1019200060
5049914,15898797.0,BROOKLYN,11206.0,2A,2010-02-06T20:08:19.000,ENTIRE APARTMENT,CLOSE,Bedford-Stuyvesant (East),CLOSE,1904-10-22,2010-02-07,10005325,3048697.0,APARTMENT,341044,-73.9433,2010-01-31T06:48:43.000,False,Zone-36,3017570009
12091468,57172504.0,BROOKLYN,11218.0,2C,2023-05-18T14:15:23.000,BATHROOM,CLOSE,Flatbush (West)-Ditmas Park-Parkville,CLOSE,1913-11-19,2023-05-19,23953506,3116370.0,APARTMENT,243004,-73.9687,2023-03-29T11:31:38.000,False,Zone-40,3050720017
12172920,57633813.0,BRONX,10458.0,BLDG,2023-05-17T16:27:02.000,BUILDING-WIDE,CLOSE,Bedford Park,CLOSE,1908-12-30,2023-05-18,24111300,2016645.0,BUILDING-WIDE,66935,-73.8916,2023-05-17T13:41:52.000,True,Zone-15,2032870115
12118202,57254396.0,MANHATTAN,10032.0,2,2023-05-15T13:31:31.000,ENTIRE APARTMENT,CLOSE,Washington Heights (South),CLOSE,1905-10-28,2023-05-16,23995718,1063085.0,APARTMENT,43167,-73.9361,2023-04-07T00:02:02.000,False,Zone-10,1021280057
5061005,15942042.0,BROOKLYN,11235.0,E6,2010-02-09T09:19:57.000,ENTIRE APARTMENT,CLOSE,Coney Island-Sea Gate,CLOSE,1919-12-08,2010-02-10,10028607,3196598.0,APARTMENT,809072,-73.9686,2010-02-05T14:40:39.000,False,Zone-48,3072820062
5070380,15982848.0,BRONX,10468.0,3F,2010-03-02T10:29:44.000,KITCHEN,CLOSE,University Heights (North)-Fordham,CLOSE,1908-10-03,2010-03-05,10048008,2014320.0,APARTMENT,60517,-73.9032,2010-02-11T09:27:36.000,False,Zone-14,2031990059
5065590,15960584.0,BRONX,10456.0,4G,2010-03-04T07:41:53.000,KITCHEN,CLOSE,Morrisania,CLOSE,1907-02-24,2010-03-05,10037299,2004255.0,APARTMENT,79277,-73.9029,2010-02-08T11:19:03.000,False,Zone-17,2026120053
5093915,16111747.0,MANHATTAN,10040.0,A05,2010-04-07T18:06:36.000,BATHROOM,CLOSE,Washington Heights (North),CLOSE,1905-12-13,2010-04-08,10103100,1064185.0,APARTMENT,25951,-73.9277,2010-03-01T08:48:14.000,False,Zone-10,1021740093
5053332,15907855.0,BROOKLYN,11224.0,1G2,2010-03-08T07:13:45.000,KITCHEN,CLOSE,Coney Island-Sea Gate,CLOSE,1919-04-20,2010-03-09,10011382,3321834.0,APARTMENT,809828,-73.9975,2010-02-01T15:06:23.000,False,Zone-47,3070500001
5058875,15933778.0,QUEENS,11367.0,3A,2010-02-09T14:58:36.000,BEDROOM 2,CLOSE,Kew Gardens Hills,CLOSE,1918-04-18,2010-02-09,10023627,4451473.0,APARTMENT,834326,-73.8160,2010-02-04T10:06:55.000,True,Zone-24,4066830017
5088926,,BROOKLYN,11216.0,3B,2010-03-03T15:37:53.000,LIVING ROOM,CLOSE,Crown Heights (North),CLOSE,1903-05-16,2010-03-06,10092504,3031168.0,APARTMENT,205663,-73.9539,2010-02-25T08:53:58.000,False,Zone-36,3012320004
5069386,15976736.0,BRONX,10462.0,1F,2010-02-19T17:13:37.000,ENTIRE APARTMENT,CLOSE,Westchester Square,CLOSE,1910-12-04,2010-02-20,10045869,2042055.0,APARTMENT,126357,-73.8516,2010-02-10T14:24:09.000,False,Zone-18,2039910064
5052349,15907162.0,BROOKLYN,11230.0,D6,2010-02-03T18:05:51.000,ENTIRE APARTMENT,CLOSE,Midwood,CLOSE,1918-06-12,2010-02-04,10009067,3180707.0,APARTMENT,247347,-73.9574,2010-02-01T07:56:15.000,True,Zone-44,3067380040
12242077,58247202.0,MANHATTAN,10037.0,BLDG,2023-07-24T02:04:58.000,BUILDING-WIDE,CLOSE,Harlem (North),CLOSE,1904-10-02,2023-07-22,24274777,1053936.0,BUILDING-WIDE,23655,-73.9383,2023-07-19T12:01:33.000,False,Zone-9,1017370001
5073266,15998963.0,BRONX,10452.0,3A,2010-02-23T12:15:30.000,BATHROOM,CLOSE,Concourse-Concourse Village,CLOSE,1906-10-24,2010-02-24,10054821,2003014.0,APARTMENT,80084,-73.9196,2010-02-13T11:49:58.000,False,Zone-16,2024890054
5085547,16067074.0,QUEENS,11435.0,2FL,2010-03-15T07:50:12.000,ENTIRE APARTMENT,CLOSE,Jamaica,CLOSE,1927-04-23,2010-03-16,10084013,4213702.0,APARTMENT,549817,-73.8138,2010-02-23T09:40:41.000,False,Zone-24,4099750035
12366186,59137067.0,BRONX,10454.0,BLDG,2023-10-18T15:53:53.000,BUILDING-WIDE,CLOSE,Mott Haven-Port Morris,CLOSE,1906-12-30,2023-10-18,24556067,2003686.0,BUILDING-WIDE,110467,-73.9158,2023-10-16T04:47:01.000,False,Zone-8,2025560002
12933443,60867376.0,BRONX,10459.0,3G,2024-04-24T20:52:43.000,BATHROOM,CLOSE,Crotona Park East,CLOSE,1908-02-12,2024-04-25,25482731,2126638.0,APARTMENT,111356,-73.8943,2024-04-12T02:02:23.000,False,Zone-17,2029650042
13011147,,BRONX,10456.0,14H,2024-05-23T14:24:41.000,ENTIRE APARTMENT,CLOSE,Claremont Village-Claremont (East),CLOSE,1907-02-22,2024-05-24,25623796,2004223.0,APARTMENT,65175,-73.9047,2024-05-22T08:39:22.000,False,Zone-16,2026100012
12242266,58245962.0,BRONX,10462.0,1B,2023-07-24T15:54:02.000,BATHROOM,CLOSE,Pelham Parkway-Van Nest,CLOSE,1911-10-28,2023-07-25,24275214,2049406.0,APARTMENT,60124,-73.8666,2023-07-19T14:25:01.000,False,Zone-13,2043190025
5055360,15921201.0,BRONX,10453.0,4C,2010-02-05T17:30:52.000,ENTIRE BUILDING,CLOSE,Fordham Heights,CLOSE,1908-08-28,2010-02-06,10016116,2013766.0,BUILDING,59181,-73.9015,2010-02-02T16:04:21.000,True,Zone-14,2031630006
12938058,60872281.0,QUEENS,11368.0,2NDFLO,2024-04-24T19:44:47.000,ENTIRE APARTMENT,CLOSE,North Corona,CLOSE,1904-11-06,2024-04-25,25489020,4044470.0,APARTMENT,515770,-73.8631,2024-04-15T08:54:29.000,False,Zone-21,4017720044
5089551,16085365.0,BROOKLYN,11213.0,4A,2010-03-09T14:03:04.000,BATHROOM,CLOSE,Crown Heights (North),CLOSE,1903-09-29,2010-03-10,10094344,3036312.0,APARTMENT,215357,-73.9252,2010-02-25T14:30:54.000,False,Zone-36,3013680051
5064189,15953552.0,BRONX,10455.0,5B,2010-02-15T16:15:26.000,BATHROOM,CLOSE,Melrose,CLOSE,1907-04-27,2010-02-16,10034513,2004901.0,APARTMENT,116449,-73.9049,2010-02-07T14:31:00.000,False,Zone-8,2026740027
5067066,15966789.0,QUEENS,11368.0,1A,2010-02-12T16:39:05.000,BATHROOM,CLOSE,Corona,CLOSE,1904-05-26,2010-02-13,10040554,4040293.0,APARTMENT,510521,-73.8663,2010-02-09T08:49:07.000,False,Zone-21,4016080053
5047980,15896425.0,MANHATTAN,10010.0,BLDG,2010-02-05T18:36:08.000,ENTIRE BUILDING,CLOSE,Midtown South-Flatiron-Union Square,CLOSE,1902-04-29,2010-02-06,10002306,1016252.0,BUILDING,26567,-73.9873,2010-01-30T12:36:08.000,False,Zone-2,1008500039
12171674,57627392.0,QUEENS,11368.0,3B,2023-06-16T20:46:36.000,BATHROOM,CLOSE,North Corona,CLOSE,1904-09-16,2023-06-17,24108744,4548811.0,APARTMENT,989406,-73.8627,2023-05-16T11:35:07.000,False,Zone-21,4017217501
12246433,,BRONX,10458.0,BSMT,2023-07-24T16:46:34.000,LIVING ROOM,CLOSE,University Heights (North)-Fordham,CLOSE,1908-12-19,2023-07-25,24281905,2016343.0,APARTMENT,66884,-73.8910,2023-07-21T12:47:31.000,False,Zone-15,2032760035
5088221,16076241.0,BRONX,10451.0,3M,2010-02-25T16:43:08.000,ENTIRE APARTMENT,CLOSE,Concourse-Concourse Village,CLOSE,1906-10-17,2010-02-26,10090763,2002971.0,APARTMENT,80102,-73.9265,2010-02-24T17:24:34.000,True,Zone-8,2024820030
5060649,15941853.0,BROOKLYN,11225.0,4C,2010-02-19T14:09:48.000,BATHROOM,CLOSE,Prospect Lefferts Gardens-Wingate,CLOSE,1903-08-07,2010-02-20,10027735,3034798.0,APARTMENT,289500,-73.9518,2010-02-05T10:50:56.000,False,Zone-40,3013150027
12129306,57347574.0,MANHATTAN,10030.0,6C,2023-05-17T19:51:42.000,OTHER ROOM/AREA,CLOSE,Harlem (North),CLOSE,1905-07-18,2023-05-18,24021756,1060414.0,PUBLIC AREA,41505,-73.9416,2023-04-17T19:17:56.000,False,Zone-9,1020260041
5053685,15905754.0,BRONX,10460.0,25,2010-02-03T18:26:47.000,ENTIRE APARTMENT,CLOSE,Soundview-Bruckner-Bronx River,CLOSE,1910-09-24,2010-02-04,10012293,2028631.0,APARTMENT,112488,-73.8665,2010-02-01T18:03:20.000,True,Zone-18,2039200018
5064760,15952199.0,BRONX,10456.0,4,2010-02-11T10:33:15.000,BEDROOM,CLOSE,Concourse-Concourse Village,CLOSE,1906-08-23,2010-02-12,10035619,2002099.0,APARTMENT,56846,-73.9098,2010-02-07T22:15:30.000,False,Zone-16,2024270016
5050947,15898696.0,BRONX,10466.0,BLDG,2010-02-02T13:07:18.000,ENTIRE BUILDING,CLOSE,Williamsbridge-Olinville,CLOSE,1913-03-11,2010-02-03,10006769,2062831.0,BUILDING,51789,-73.8652,2010-01-31T13:34:13.000,True,Zone-12,2048190026
5059192,15935211.0,BROOKLYN,11203.0,2A,2010-03-08T07:13:46.000,BATHROOM,CLOSE,East Flatbush-Rugby,CLOSE,1912-09-26,2010-03-09,10024589,3101323.0,APARTMENT,327475,-73.9329,2010-02-04T13:12:25.000,False,Zone-41,3046530027
5093963,16110070.0,BROOKLYN,11226.0,BLDG,2010-03-04T13:54:36.000,ENTIRE BUILDING,CLOSE,Flatbush,CLOSE,1914-01-07,2010-03-04,10103231,3117586.0,BUILDING,246982,-73.9633,2010-03-01T09:22:54.000,False,Zone-40,3051210050
11986414,57039471.0,BROOKLYN,11235.0,2,2023-06-26T12:05:49.000,BATHROOM,CLOSE,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,CLOSE,1920-06-15,2023-06-27,23831681,3319851.0,APARTMENT,254937,-73.9416,2023-03-14T16:23:09.000,False,Zone-48,3074720020
12247906,58292619.0,MANHATTAN,10009.0,3RF,2023-08-04T10:18:14.000,OTHER ROOM/AREA,CLOSE,East Village,CLOSE,1901-01-21,2023-08-05,24291422,1004653.0,APARTMENT,11019,-73.9803,2023-07-23T15:08:39.000,False,Zone-2,1003870124
5046910,15894119.0,BRONX,10456.0,6G,2010-02-03T18:41:54.000,ENTIRE BUILDING,CLOSE,Concourse-Concourse Village,CLOSE,1906-09-04,2010-02-04,10000830,2002440.0,BUILDING,57766,-73.9135,2010-01-30T08:22:29.000,False,Zone-16,2024390090
5072974,15998725.0,BRONX,10473.0,2,2010-02-19T06:53:18.000,ENTIRE BUILDING,CLOSE,Soundview-Clason Point,CLOSE,1909-07-27,2010-02-20,10054380,2020796.0,BUILDING,113426,-73.8603,2010-02-13T07:40:11.000,False,Zone-18,2034960051
5089204,,MANHATTAN,10027.0,9,2010-03-04T12:39:45.000,ENTIRE APARTMENT,CLOSE,Harlem (North),CLOSE,1904-09-22,2010-03-05,10093378,1053719.0,APARTMENT,40088,-73.9423,2010-02-25T11:19:58.000,False,Zone-9,1017270010
5085284,16058480.0,BRONX,10452.0,3B,2010-03-03T09:02:38.000,ENTIRE APARTMENT,CLOSE,Concourse-Concourse Village,CLOSE,1906-10-12,2010-03-04,10083316,2002942.0,APARTMENT,119009,-73.9223,2010-02-22T22:00:34.000,False,Zone-8,2024770034
12576857,59701773.0,QUEENS,11103.0,2L,2023-12-11T19:21:49.000,BUILDING-WIDE,CLOSE,Astoria (Central),CLOSE,1901-10-13,2023-12-12,24878783,4010129.0,BUILDING-WIDE,414078,-73.9159,2023-12-10T18:52:18.000,False,Zone-22,4006520085
12372525,59156979.0,MANHATTAN,10032.0,2D,2023-11-15T12:28:45.000,BATHROOM,CLOSE,Washington Heights (South),CLOSE,1905-10-22,2023-11-15,24567302,1062936.0,APARTMENT,43036,-73.9406,2023-10-18T17:13:24.000,False,Zone-7,1021220110
5081686,16042119.0,MANHATTAN,10011.0,3B,2010-02-23T18:06:32.000,ENTIRE BUILDING,CLOSE,Chelsea-Hudson Yards,CLOSE,1902-01-14,2010-02-24,10074664,1013301.0,BUILDING,31127,-74.0001,2010-02-19T16:31:01.000,True,Zone-3,1007450026
12170980,57612009.0,MANHATTAN,10023.0,1F,2023-05-16T14:37:46.000,BUILDING-WIDE,CLOSE,Upper West Side (Central),CLOSE,1903-02-01,2023-05-17,24107341,1028748.0,BUILDING-WIDE,35389,-73.9759,2023-05-15T16:22:20.000,False,Zone-6,1011280009
13010143,,BRONX,10461.0,2,2024-05-23T10:32:48.000,KITCHEN,CLOSE,Pelham Bay-Country Club-City Island,CLOSE,1911-08-12,2024-05-24,25621657,2047565.0,APARTMENT,67024,-73.8321,2024-05-21T10:25:41.000,False,Zone-13,2042420020
5093211,16104447.0,MANHATTAN,10028.0,BLDG,2010-03-11T15:28:40.000,ENTIRE BUILDING,CLOSE,Upper East Side-Yorkville,CLOSE,1904-04-26,2010-03-12,10101593,1051146.0,BUILDING,17176,-73.9478,2010-02-28T13:26:48.000,False,Zone-5,1015780038
5070419,15983579.0,BRONX,10458.0,1,2010-02-12T14:09:39.000,ENTIRE APARTMENT,CLOSE,Belmont,CLOSE,1908-05-16,2010-02-18,10048113,2011818.0,APARTMENT,48370,-73.8878,2010-02-11T09:48:02.000,True,Zone-15,2030590060
5091860,16098750.0,BRONX,10457.0,BLDG,2010-03-01T15:12:35.000,ENTIRE BUILDING,CLOSE,Mount Hope,CLOSE,1907-09-04,2010-03-01,10099090,2007592.0,BUILDING,96822,-73.9060,2010-02-27T06:27:33.000,False,Zone-15,2028040001
5092632,16099396.0,MANHATTAN,10011.0,4E,2010-03-05T09:40:43.000,ENTIRE APARTMENT,CLOSE,Chelsea-Hudson Yards,CLOSE,1902-02-09,2010-03-06,10100556,1014067.0,APARTMENT,31107,-73.9983,2010-02-27T18:46:24.000,False,Zone-3,1007710013
5057370,15928350.0,BROOKLYN,11216.0,1A,2010-02-08T15:39:54.000,ENTIRE APARTMENT,CLOSE,Crown Heights (North),CLOSE,1903-05-18,2010-02-09,10020459,3031233.0,APARTMENT,357304,-73.9493,2010-02-03T16:51:36.000,False,Zone-36,3012340010
5052882,15907492.0,MANHATTAN,10033.0,BLDG,2010-02-07T14:47:16.000,ENTIRE BUILDING,CLOSE,Washington Heights (South),CLOSE,1905-11-11,2010-02-08,10010355,1063501.0,BUILDING,8200,-73.9388,2010-02-01T11:46:14.000,False,Zone-10,1021420133
11903288,56680570.0,BROOKLYN,11204.0,2A,2023-05-16T02:07:18.000,OTHER ROOM/AREA,CLOSE,Bensonhurst,CLOSE,1918-01-23,2023-05-16,23676679,3174230.0,PUBLIC AREA,193194,-73.9822,2023-02-01T08:25:24.000,False,Zone-43,3065980050
5070374,15983101.0,BROOKLYN,11219.0,2C,2010-02-16T21:25:50.000,KITCHEN,CLOSE,Borough Park,CLOSE,1915-04-28,2010-02-25,10047968,3135844.0,APARTMENT,149445,-73.9916,2010-02-11T09:22:40.000,False,Zone-39,3055970024
5075390,16008113.0,STATEN ISLAND,10302.0,2,2010-02-17T11:27:26.000,PUBLIC HALL,CLOSE,Port Richmond,CLOSE,1903-01-28,2010-02-18,10058893,5026127.0,PUBLIC PARTS,733034,-74.1447,2010-02-15T11:59:03.000,False,Zone-49,5011240011
13006988,61188525.0,BRONX,10456.0,510,2024-05-23T21:05:09.000,ENTIRE APARTMENT,CLOSE,Morrisania,CLOSE,1906-06-26,2024-05-24,25615400,2116711.0,APARTMENT,938572,-73.9080,2024-05-17T13:43:21.000,False,Zone-17,2023697501
5066583,15960299.0,BROOKLYN,11207.0,4B,2010-02-15T12:28:25.000,ENTIRE APARTMENT,CLOSE,Bushwick (East),CLOSE,1909-05-30,2010-02-16,10039566,3079872.0,APARTMENT,225857,-73.9106,2010-02-08T21:05:03.000,False,Zone-37,3034380030
12791054,60495215.0,BRONX,10474.0,3C,2024-03-08T08:39:01.000,BATHROOM,CLOSE,Hunts Point,CLOSE,1907-07-25,2024-03-09,25263988,2006551.0,APARTMENT,77393,-73.8869,2024-03-05T15:15:20.000,False,Zone-17,2027630215
5073006,15999494.0,BROOKLYN,11221.0,1,2010-02-14T14:32:51.000,ENTIRE APARTMENT,CLOSE,Bushwick (East),CLOSE,1909-04-25,2010-02-15,10054425,3078563.0,APARTMENT,389508,-73.9125,2010-02-13T08:17:59.000,False,Zone-37,3034030021
5058898,15936973.0,STATEN ISLAND,10302.0,2,2010-02-05T10:49:48.000,ENTIRE BUILDING,CLOSE,Port Richmond,CLOSE,1902-12-30,2010-02-06,10023680,5025783.0,BUILDING,722283,-74.1378,2010-02-04T10:17:06.000,True,Zone-49,5010950010
12168687,57586896.0,BROOKLYN,11222.0,2,2023-05-31T10:29:29.000,BATHROOM,CLOSE,Greenpoint,CLOSE,1907-05-11,2023-06-22,24102873,3067138.0,APARTMENT,320734,-73.9414,2023-05-12T11:37:56.000,False,Zone-33,3026880032
5075943,16009241.0,BROOKLYN,11230.0,4M,2010-02-18T14:43:16.000,BATHROOM,CLOSE,Midwood,CLOSE,1918-06-17,2010-02-21,10060154,3180922.0,APARTMENT,244127,-73.9608,2010-02-15T22:21:45.000,False,Zone-48,3067430079
5080331,16032365.0,MANHATTAN,10027.0,15,2010-02-19T11:10:00.000,ENTIRE APARTMENT,CLOSE,Harlem (North),CLOSE,1904-09-22,2010-02-20,10071385,1053719.0,APARTMENT,40088,-73.9423,2010-02-18T19:43:21.000,True,Zone-9,1017270010
12938368,60876781.0,BROOKLYN,11208.0,3,2024-05-18T16:12:36.000,LIVING ROOM,CLOSE,East New York-City Line,CLOSE,1912-06-23,2024-05-19,25489484,3350427.0,APARTMENT,972350,-73.8559,2024-04-15T17:02:49.000,False,Zone-42,3045580090
12565196,,MANHATTAN,10040.0,1D,2023-12-14T17:57:47.000,KITCHEN,CLOSE,Washington Heights (North),CLOSE,1905-11-30,2023-12-15,24853684,1063881.0,APARTMENT,43613,-73.9287,2023-12-05T08:46:34.000,False,Zone-10,1021610079
5084692,16056823.0,BRONX,10456.0,6F,2010-03-16T09:53:41.000,BEDROOM,CLOSE,Concourse-Concourse Village,CLOSE,1906-09-01,2010-03-23,10081740,2002327.0,APARTMENT,78296,-73.9118,2010-02-22T14:23:53.000,False,Zone-16,2024360033
5058859,15936327.0,BRONX,10454.0,3,2010-03-11T08:11:08.000,ENTIRE APARTMENT,CLOSE,Mott Haven-Port Morris,CLOSE,1906-03-31,2010-03-12,10023561,2000260.0,APARTMENT,62799,-73.9207,2010-02-04T09:51:34.000,False,Zone-8,2022820039
12133352,57372887.0,BRONX,10462.0,MC,2023-05-12T06:32:40.000,BEDROOM,CLOSE,Parkchester,CLOSE,1910-10-18,2023-05-13,24035539,2096759.0,APARTMENT,104826,-73.8548,2023-04-20T11:27:14.000,False,Zone-18,2039447501
5094420,16111351.0,MANHATTAN,10040.0,5F,2010-03-30T19:50:04.000,ENTRANCE,CLOSE,Washington Heights (North),CLOSE,1905-12-09,2010-03-31,10104732,1064068.0,APARTMENT,22843,-73.9288,2010-03-01T13:29:49.000,False,Zone-10,1021700134
12159980,57507035.0,MANHATTAN,10128.0,5G,2023-05-16T18:18:23.000,BATHROOM,CLOSE,Upper East Side-Yorkville,CLOSE,1904-04-06,2023-05-17,24078859,1050330.0,APARTMENT,18629,-73.9472,2023-05-04T10:03:31.000,False,Zone-8,1015580005
5081718,16041382.0,MANHATTAN,10033.0,33,2010-02-25T14:40:20.000,ENTIRE BUILDING,CLOSE,Washington Heights (North),CLOSE,1905-12-15,2010-02-26,10074734,1064270.0,BUILDING,8230,-73.9370,2010-02-19T16:53:40.000,False,Zone-10,1021760054
5049723,15900408.0,BRONX,10468.0,9D,2010-02-03T13:01:50.000,ENTIRE APARTMENT,CLOSE,Bedford Park,CLOSE,1909-01-23,2010-02-04,10005094,2017320.0,APARTMENT,81926,-73.8863,2010-01-31T00:39:58.000,True,Zone-11,2033110001
5053057,15907100.0,BROOKLYN,11225.0,3B,2010-03-01T07:35:42.000,ENTIRE APARTMENT,CLOSE,Crown Heights (South),CLOSE,1903-07-28,2010-03-02,10010779,3034450.0,APARTMENT,379130,-73.9521,2010-02-01T12:49:19.000,False,Zone-35,3013050060
5060746,,BROOKLYN,11237.0,2L,2010-02-12T11:57:48.000,PUBLIC HALL,CLOSE,Bushwick (West),CLOSE,1908-08-23,2010-02-13,10028034,3071983.0,PUBLIC PARTS,335671,-73.9284,2010-02-05T11:49:23.000,False,Zone-34,3031580044
12171253,57610679.0,MANHATTAN,10040.0,5A,2023-09-25T20:33:45.000,ENTIRE APARTMENT,CLOSE,Washington Heights (North),CLOSE,1905-12-18,2023-09-26,24107871,1064370.0,APARTMENT,21845,-73.9365,2023-05-15T23:01:06.000,False,Zone-10,1021790354
5076246,16014059.0,MANHATTAN,10014.0,24,2010-02-19T12:08:50.000,ENTIRE APARTMENT,CLOSE,West Village,CLOSE,1901-08-25,2010-02-20,10060851,1010413.0,APARTMENT,22994,-74.0067,2010-02-16T09:25:09.000,False,Zone-3,1006030065
5076244,16015664.0,BRONX,10455.0,21,2010-02-18T13:36:10.000,BATHROOM,CLOSE,Melrose,CLOSE,1907-04-06,2010-02-19,10060848,2004681.0,APARTMENT,63908,-73.9058,2010-02-16T09:23:44.000,False,Zone-8,2026530069
5060248,15941499.0,MANHATTAN,10029.0,3A,2010-02-14T10:09:16.000,ENTIRE APARTMENT,CLOSE,East Harlem (South),CLOSE,1904-08-02,2010-02-15,10026895,1052703.0,APARTMENT,1152,-73.9433,2010-02-05T05:33:25.000,False,Zone-8,1016760002
5066796,15968268.0,BRONX,10468.0,5F,2010-02-11T06:56:25.000,ENTIRE APARTMENT,CLOSE,Kingsbridge Heights-Van Cortlandt Village,CLOSE,1908-11-26,2010-02-12,10040040,2015581.0,APARTMENT,108542,-73.9017,2010-02-09T01:03:35.000,False,Zone-14,2032530262
5067423,15967225.0,MANHATTAN,10128.0,BLDG,2010-02-12T09:18:16.000,ENTIRE BUILDING,CLOSE,Upper East Side-Yorkville,CLOSE,1904-04-18,2010-02-13,10041684,1050742.0,BUILDING,345,-73.9471,2010-02-09T11:50:03.000,True,Zone-5,1015700048
5063975,15952693.0,BRONX,10455.0,4A,2010-02-10T07:10:41.000,ENTIRE BUILDING,CLOSE,Longwood,CLOSE,1907-05-31,2010-02-11,10034155,2005543.0,BUILDING,91414,-73.9004,2010-02-07T11:58:13.000,False,Zone-17,2027080001
5053921,15905797.0,BRONX,10452.0,2FL,2010-02-16T16:07:51.000,FOYER,CLOSE,Highbridge,CLOSE,1906-11-16,2010-02-17,10012832,2003216.0,APARTMENT,99101,-73.9281,2010-02-01T20:31:13.000,False,Zone-8,2025120027
5052829,15910826.0,BROOKLYN,11225.0,16,2010-02-05T19:51:28.000,ENTIRE APARTMENT,CLOSE,Prospect Lefferts Gardens-Wingate,CLOSE,1913-03-01,2010-02-06,10010227,3107177.0,APARTMENT,364811,-73.9481,2010-02-01T11:22:13.000,True,Zone-40,3048090041
5082149,16041781.0,MANHATTAN,10031.0,BLDG,2010-02-23T21:06:45.000,ENTIRE BUILDING,CLOSE,Hamilton Heights-Sugar Hill,CLOSE,1905-09-05,2010-02-24,10075811,1061885.0,BUILDING,41743,-73.9496,2010-02-20T00:03:55.000,True,Zone-7,1020750020
5089664,16083209.0,MANHATTAN,10033.0,1C,2010-03-04T10:16:40.000,ENTIRE APARTMENT,CLOSE,Washington Heights (North),CLOSE,1905-12-16,2010-03-05,10094651,1064294.0,APARTMENT,8807,-73.9412,2010-02-25T15:33:37.000,False,Zone-10,1021770042
5087114,16074603.0,BRONX,10457.0,A31,2010-02-25T18:29:06.000,ENTIRE BUILDING,CLOSE,Mount Hope,CLOSE,1908-08-21,2010-02-26,10087829,2013680.0,BUILDING,81771,-73.9027,2010-02-24T06:56:50.000,False,Zone-15,2031560096
5090122,16086279.0,BROOKLYN,11213.0,1B,2010-03-04T11:27:18.000,ENTIRE BUILDING,CLOSE,Crown Heights (South),CLOSE,1903-10-26,2010-03-05,10095800,3037511.0,BUILDING,288104,-73.9356,2010-02-25T21:13:27.000,True,Zone-35,3013950017
5065487,15958902.0,BRONX,10459.0,5E,2010-02-09T08:32:46.000,ENTIRE APARTMENT,CLOSE,Crotona Park East,CLOSE,1907-06-10,2010-02-10,10037010,2005690.0,APARTMENT,65282,-73.8944,2010-02-08T10:41:03.000,True,Zone-17,2027180035
5083523,16052104.0,BROOKLYN,11206.0,9H,2010-02-24T13:08:25.000,ENTIRE APARTMENT,CLOSE,Bedford-Stuyvesant (East),CLOSE,1904-05-06,2010-02-25,10078779,3341749.0,APARTMENT,809753,-73.9396,2010-02-21T15:44:36.000,False,Zone-36,3015880001
12710805,60164521.0,QUEENS,11372.0,5K,2024-01-31T19:44:20.000,BATHROOM,CLOSE,Jackson Heights,CLOSE,1903-07-03,2024-02-01,25111891,4029673.0,APARTMENT,422491,-73.8863,2024-01-28T23:27:05.000,False,Zone-25,4012800001
5090119,16085578.0,BRONX,10471.0,1E,2010-03-23T09:54:21.000,KITCHEN,CLOSE,Riverdale-Spuyten Duyvil,CLOSE,1916-01-31,2010-03-24,10095795,2085361.0,APARTMENT,121903,-73.8981,2010-02-25T21:11:35.000,False,Zone-11,2058750910
5078278,,QUEENS,11691.0,4A,2010-02-26T09:42:41.000,BATHROOM,CLOSE,Far Rockaway-Bayswater,CLOSE,1943-04-19,2010-02-27,10066293,4436085.0,APARTMENT,811841,-73.7563,2010-02-17T15:15:22.000,False,Zone-31,4158150220
