ID,Title,Year,Rating,Director,Creators,Cast,Genre,Duration,ContentRating,Summary
b-964,Push,2/6/2009,4.3,Paul McGuigan,David Bourla,Chris Evans^Dakota Fanning^Camilla Belle^Djimon Hounsou,Mystery & Suspense^Science Fiction & Fantasy,1 hr. 51 min.,PG-13,"happens create new realities and dispense of their enemies without so much as a single touch; those who are unwilling to participate are immediately terminated. Nick Gant (Chris Evans) is a ""mover"" a second-generation telekinetic who went into hiding after the Division killed his father more than a decade earlier. He lives a life of anonymity in Hong Kong a densely populated place where fugitive psychics such as himself are safe as long as they can keep their unique gift secret. Suddenly into Nick's life comes 13-year-old ""watcher"" Cassie Holmes (Dakota Fanning) a clairvoyant who needs his help in tracking down escaped ""pusher"" Kira who may hold the key to bringing down the Division once and for all. A ""pusher"" is the most powerful kind of psychic due to his or her ability to influence the actions of others by planting thoughts in their minds. Now as Nick emerges from hiding in order to help Cassie find Kira the Division's human bloodhounds are hot on their trail. In order to elude the authorities they'll need to disappear into the seedy underbelly of the city while relying on a team of rogue psychics to help cover their tracks. But Division Agent Henry Carver (Djimon Hounsou) is a powerful pusher who has made it his mission to stop them at all costs regardless of the collateral damages that may occur in the process. ~ Jason Buchanan Rovi"
b-965,Race to Witch Mountain,3/13/2009,5,Andy Fickman,John Lloyd Taylor^Matt Lopez^Mark Bomback^Andy Fickman^Nelson Stoll,"Dwayne ""The Rock"" Jo...^Alexander Ludwig^Annasophia Robb^Carla Gugino",Action & Adventure^Kids & Family^Science Fiction & Fantasy^Comedy,1 hr. 39 min.,PG,For years stories have circulated about a secret place in the middle of the Nevada desert known for unexplained phenomena and strange sightings. It's called Witch Mountain and when a Las Vegas cab driver finds two teens with supernatural powers in his cab he suddenly finds himself in the middle of an adventure he can't explain. They work together to discover that the only chance to save the world lies in unraveling the secrets of Witch Mountain and the race begins.
b-966,The Road,11/25/2009,7,Javier Aguirresarobe,Joe Penhall,Viggo Mortensen^Kodi Smit-McPhee^Charlize Theron^Robert Duvall,Drama^Mystery & Suspense^Science Fiction & Fantasy,1 hr. 51 min.,R,cart of scavenged food -- and each other.
b-967,Saw VI,10/23/2009,4.2,Kevin Greutert,Marcus Dunstan^Patrick Melton,Tobin Bell^Costas Mandylor^Betsy Russell^Mark Rolston,Mystery & Suspense^Horror,1 hr. 31 min.,R,Special Agent Strahm is dead and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However when the FBI draws closer to Hoffman he is forced to set a game into motion and Jigsaw's grand scheme is finally understood.
b-968,A Serious Man,10/2/2009,7.9,Roger Deakins,Joel Coen^Ethan Coen,Michael Stuhlbarg^Richard Kind^Fred Melamed^Sari Lennick,Drama^Comedy,1 hr. 46 min.,R,couch his son Danny is a discipline problem and a shirker at Hebrew school and his daughter Sarah is filching money from his wallet in order to save up for a nose job. While his wife and Sy Ableman blithely make new domestic arrangements and his brother becomes more and more of a burden an anonymous hostile letter-writer is trying to sabotage Larry's chances for tenure at the university. Also a graduate student seems to be trying to bribe him for a passing grade while at the same time threatening to sue him for defamation. Plus the beautiful woman next door torments him by sunbathing nude. Struggling for equilibrium Larry seeks advice from three different rabbis. Can anyone help him cope with his afflictions and become a righteous person -- a mensch -- a serious man?
b-969,Sherlock Holmes,12/25/2009,6.2,Guy Ritchie,Paul Bales^Guy Ritchie^Lionel Wigram^Michael Robert Johnson^Anthony Peckham,Robert Downey Jr.^Jude Law^Rachel McAdams^Mark Strong (II),Drama^Action & Adventure^Mystery & Suspense,2 hr. 9 min.,PG-13,"The mysterious action-adventure ""Sherlock Holmes"" staged by the renowned filmmaker Guy Ritchie for Warner Bros. Pictures and Village Roadshow Pictures. Robert Downey Jr. the legendary detective borrows its shape and Jude Law plays Holmes' reliable Mr Watson of Sherlock Holmes as a doctor and war veteran actively supported."
b-970,Shrink,7/24/2009,4.6,Jonas Pate,Thomas Moffett,Kevin Spacey^Dallas Roberts^Jack Huston^Keke Palmer,Drama^Comedy,1 hr. 44 min.,R,his first pro bono case a troubled teenage girl from a neighborhood far from the Hollywood hills. Considering his present state of mind is he ready for the real-life troubles of a young woman who loves the world of movies he has become so jaded by? At its core Shrink is a study of control and our endless need for it even when it grows increasingly impossible to obtain. Writer Thomas Moffett uses classic archetypes in this modern Hollywood tale but never pushes them over the edge of credibility. Performed by a well-matched cast at the top of their form the result is both satisfying and exhilarating. Watching Shrink makes us feel like voyeurs looking through a window into the lives of people who look great feel worse and end up behaving badly.
b-971,The Big Short,12/11/2015,NULL,Adam McKay,Michael Lewis^Adam McKay^Charles Randolph,Christian Bale^Ryan Gosling^Steve Carell^Brad Pitt,Drama,NULL,Unrated,Writer/director Adam McKay joins forces with Paramount Pictures and Plan B Entertainment to adapt Michael Lewis' best-seller The Big Short: Inside the Doomsday Machine which centers on the housing a credit bubble of the 2000s. ~ Jason Buchanan Rovi
b-972,A Single Man,12/11/2009,7.3,Tom Ford,Tom Ford^David Scearce,Colin Firth^Julianne Moore^Matthew Goode^Nicholas Hoult,Drama,1 hr. 41 min.,R,with her own questions about the future.
b-973,The Soloist,4/24/2009,5.9,Joe Wright,Susannah Grant,Jamie Foxx^Robert Downey Jr.^Tom Hollander^Catherine Keener,Musical & Performing Arts^Drama,1 hr. 57 min.,PG-13,how this alternately brilliant and distracted street musician once a dynamic prodigy headed for fame wound up living in tunnels and doorways it sparks an unexpected quest. Imagining he can change Ayers' life Lopez embarks on a quixotic mission to get him off the streets and back to the world of music. But even as he fights to save Ayers' life he begins to see that it is Ayers--with his unsinkable passion his freedom-loving obstinacy and his valiant attempts at connection and love--who is profoundly changing Lopez.
b-974,Sorority Row,9/11/2009,4,Stewart Hendler,Josh Stolberg^Peter Goldfinger^Pete Goldfinger,Briana Evigan^Carrie Fisher^Margo Harshman^Audrina Patridge,Horror,1 hr. 41 min.,R,however a mysterious killer begins stalking everyone who harbors the bloody secret leading the survivors to fight for their lives against a masked maniac with a deadly modus operandi.
b-975,Spread,2/6/2009,4,David Mackenzie,Jason Dean Hall,Ashton Kutcher^Anne Heche^Margarita Levieva^Sebastian Stan,Comedy,1 hr. 37 min.,R,Ashton Kutcher stars as a freewheeling stud whose previous romps with ex-flame Anne Heche form the basis for this indie sex comedy from writer Jason Dean Hall and director David Mackenzie.
b-976,Star Trek,5/7/2009,8.2,J.J. Abrams,Gene Roddenberry^Alex Kurtzman^Roberto Orci,Chris Pine^Zachary Quinto^Leonard Nimoy^Karl Urban,Drama^Action & Adventure^Science Fiction & Fantasy,2 hr. 7 min.,PG-13,"Spock with Anton Yelchin stepping into the role of USS Enterprise navigator Pavel Chekov Zoe Saldana assuming the role of communications officer Uhura Simon Pegg keeping the ship in top shape as chief engineer Montgomery Scott (aka ""Scotty"") and Eric Bana tormenting the benevolent space explorers as the villainous Nero. Harold and Kumar Go to White Castle co-star John Cho also boards the Enterprise as Hikaru Sulu with Chris Pine and Karl Urban assuming the legendary roles of Captain Kirk and Leonard ""Bones"" McCoy respectively. ~ Jason Buchanan Rovi"
b-977,State of Play,4/17/2009,6.9,Kevin Macdonald,Tony Gilroy^Paul Abbott^Matthew Michael Carnahan^Billy Ray,Russell Crowe^Ben Affleck^Rachel McAdams^Helen Mirren,Mystery & Suspense^Drama,2 hr. 7 min.,PG-13,Cameron who has assigned him to investigate the murder. As he and partner Della try to uncover the killer's identity McCaffrey steps into a cover-up that threatens to shake the nation's power structures. And in a town of spin-doctors and wealthy politicos he will discover one truth: when billions are at stake no one's integrity love or life is ever safe.
b-978,The Stepfather,10/16/2009,3.4,Nelson McCormick,Donald E. Westlake^J.S. Cardone,Dylan Walsh^Penn Badgley^Sela Ward^Amber Heard,Mystery & Suspense^Horror,1 hr. 43 min.,PG-13,A seemingly normal man wants the perfect family. When they don't measure up he eliminates them and moves on to find his next perfect family.
b-979,Surrogates,9/25/2009,5.4,Jonathan Mostow,John Brancato^Michael Ferris,Bruce Willis^Radha Mitchell^Rosamund Pike^Boris Kodjoe,Action & Adventure^Mystery & Suspense^Science Fiction & Fantasy^Comedy,1 hr. 29 min.,PG-13,People are living their lives remotely from the safety of their own homes via robotic surrogates-sexy physically perfect mechanical representations of themselves. It's an ideal world where crime pain fear and consequences don't exist. When the first murder in years jolts this utopia FBI agent Greer discovers a vast conspiracy behind the surrogate phenomenon and must abandon his own surrogate risking his life to unravel the mystery.
b-980,Taking Woodstock,8/28/2009,5.4,Ang Lee,James Schamus,Henry Goodman^Demetri Martin^Emile Hirsch^Jeffrey Dean Morgan,Drama^Musical & Performing Arts^Comedy,2 hr. 1 min.,R,"up some much-needed business for the motel. Three weeks later half a million people are on their way to his neighbor's farm in White Lake N.Y. and Elliot finds himself swept up in a generation-defining experience that would change his life and American culture forever. The film features a standout ensemble cast and songs from a score of '60s musical icons including The Grateful Dead The Doors Jefferson Airplane and Country Joe and the Fish -- plus a new recording of ""Freedom"" from Richie Havens."
b-981,Tekken,NULL,N,Dwight H. Little,Alan McElroy^Alan B. McElroy,Luke Goss^Lateef Crowder^Cung Le^Ian Anthony Dale,Drama^Action & Adventure^Animation^Art House & International^Science Fiction & Fantasy,1 hr. 31 min.,R,Anchor Bay
b-982,Tennessee,6/5/2009,4.6,Aaron Woodley,Russell Schaumburg^Russell Schaumberg,Mariah Carey^Adam Rothenberg^Ethan Peck^Lance Reddick,Drama,1 hr. 39 min.,R,A waitress and her two brothers set out in search of their estranged father hoping that he will aid in saving their leukemia-stricken sibling in this road-bound family drama produced by Lee Daniels (Monster's Ball) and starring singer Mariah Carey.
b-983,Terminator Salvation,5/21/2009,5,McG,John Brancato^Michael Ferris,Christian Bale^Sam Worthington^Anton Yelchin^Moon Bloodgood,Drama^Action & Adventure^Mystery & Suspense^Science Fiction & Fantasy,1 hr. 55 min.,PG-13,Unable to determine whether Marcus was sent from the future or rescued from the past Connor begins to wonder whether there is still any hope left for the human race as the robots grow more powerful and aggressive than ever before. It appears that Skynet is preparing a devastating final attack designed to eliminate the human resistance once and for all leaving Connor and Marcus with no choice but to strike back at the cybernetic heart of Skynet's operations. Once there the two battle-scarred soldiers discover a devastating secret regarding the potential annihilation of all humankind. Anton Yelchin fills Michael Biehn's shoes as a young Kyle Reese in the first installment of a planned Terminator trilogy from director McG (Charlie's Angels). ~ Jason Buchanan Rovi
b-984,Tetro,6/11/2009,6.3,Francis Ford Coppola,Francis Ford Coppola,Vincent Gallo^Alden Ehrenreich^Carmen Maura^Klaus Maria Brandaue...,Mystery & Suspense^Drama,2 hr. 7 min.,R,Rovi
b-985,Trick 'r Treat,12/9/2007,7.4,Michael Dougherty,Michael Dougherty,Anna Paquin^Brian Cox^Dylan Baker^Leslie Bibb,Drama^Horror^Mystery & Suspense,1 hr. 22 min.,R,cruel prank this fall frightener mixes Tarantino-style storytelling with the kind of chills that can only occur on the darkest day of the year. Brian Cox Anna Paquin Dylan Baker and Leslie Bibb all star in a Halloween treat that's sure to deliver a few nasty tricks. ~ Jason Buchanan Rovi
b-986,True Adolescents,7/29/2011,6.5,Craig Johnson,Craig Johnson,Mark Duplass^Brett Loehr^Bret Loehr^Melissa Leo,Comedy,1 hr. 28 min.,Unrated,and the distance from boy to man must be covered overnight. Duplass's ballsy and at times balls-out performance is a winner particularly when Sam at long last takes stock of himself: it ain't pretty. -- (C) Official Site
b-987,Tyson,4/24/2009,7,James Toback,NULL,Mike Tyson^Mills Lane^Trevor Berbick,Documentary^Sports & Fitness,1 hr. 30 min.,R,"rollercoaster ride in the funhouse of worldwide fame and fortunes won and lost. It is the story of a legendary and uniquely controversial international athletic icon a figure conjuring radical questions of race and class. In its depiction of a man rising from the most debased circumstances to unlimited heights destroyed by his own hubris ""Tyson"" emerges as a modern day version of classic Greek tragedy."
b-988,The Ugly Truth,7/24/2009,3.7,Robert Luketic,Karen McCullah Lutz^Nicole Eastman^Kirsten Smith,Katherine Heigl^Gerard Butler^Eric Winter^John Michael Higgins,Comedy^Romance,1 hr. 36 min.,R,Katherine Heigl stars as a lovelorn television producer who's made to run a gauntlet of romantic exploits by a pig-headed morning-show host (played by Gerard Butler) as a way to prove whose romantic methods are more accurate. Legally Blonde's Robert Luketic directs from a script by Karen McCullah Lutz Kirsten Smith and Nicole Eastman. ~ Jeremy Wheeler Rovi
b-989,The Unborn,1/9/2009,3.2,David S. Goyer,David S. Goyer,Odette Annable^Gary Oldman^Cam Gigandet^Meagan Good,Mystery & Suspense^Horror,1 hr. 28 min.,PG-13,With the curse unleashed her only chance at survival is to shut a doorway from beyond our world that has been pried open by someone who was never born.
b-990,The Uninvited,1/30/2009,4.5,The Guard Brothers,Craig Rosenberg^Carlo Bernard^Doug Miro,Emily Browning^Arielle Kebbel^David Strathairn^Elizabeth Banks,Drama^Horror^Mystery & Suspense,1 hr. 27 min.,PG-13,who she pretends to be and what should have been a happy family reunion becomes a lethal battle of wills between stepdaughters and stepmother.
b-991,Up,5/29/2009,8.7,Peter Docter,Peter Docter^Bob Peterson^Pete Docter^Tom McCarthy^Ronnie del Carmen,Edward Asner^Christopher Plummer^Jordan Nagai^John Ratzenberger,Action & Adventure^Animation^Kids & Family^Comedy,1 hr. 29 min.,PG,"From Disney-Pixar comes ""Up"" a comedy adventure about 78-year-old balloon salesman Carl Fredricksen who finally fulfills his lifelong dream of a great adventure when he ties thousands of balloons to his house and flies away to the wilds of South America. But he discovers all too late that his biggest nightmare has stowed away on the trip: an overly optimistic eight-year-old Wilderness Explorer named Russell."
b-992,Up in the Air,12/4/2009,8,Jason Reitman,Sheldon Turner^Jason Reitman,George Clooney^Vera Farmiga^Anna Kendrick^Danny McBride,Drama^Romance^Comedy,1 hr. 49 min.,R,Ryan Bingham a corporate hatchet man who loves his life on the road is forced to fight for his job when his company downsizes its travel budget. He is required to spend more time at home just as he is on the cusp of a goal he's worked toward for years: reaching five million frequent flyer miles and just after he's met the frequent-traveler woman of his dreams.
b-993,Wah Do Dem,6/18/2010,6,Ben Chace,Ben Chace^Sam Fleischner,Kevin Bewersdorf^Carl Bradshaw^Mark Gibbs^Norah Jones,Drama^Action & Adventure^Comedy,1 hr. 16 min.,Unrated,the legendary reggae group The Congos and a dreamy stay with a Rasta prophet.
b-994,Watchmen,3/6/2009,6.3,Zack Snyder,Alex Tse^David Hayter,Billy Crudup^Jeffrey Dean Morgan^Malin Akerman^Matthew Goode,Drama^Action & Adventure^Science Fiction & Fantasy,2 hr. 43 min.,R,commando whose mysterious free fall out a window perks the interest of one of the country's last remaining vigilantes Rorschach (Jackie Earle Haley). His investigation leads him to caution many of his other former costumed colleagues including Dr. Manhattan Night Owl (Patrick Wilson) Ozymandias (Matthew Goode) Sally Jupiter (Carla Gugino) and her daughter The Silk Spectre (Malin Akerman). Heralded for bringing the world of superheroes into the literary world Watchmen gave the super-powered mythos a real-life grounding that had been missing in mainstream comics to that point. The film adaptation had languished in one form of development hell or another for years after the book's release with various directors on and off the project including Terry Gilliam David Hayter and Darren Aronofsky as well as Paul Greengrass whose eventual dismissal stemmed from budget conflicts with the studio. ~ Jeremy Wheeler Rovi
b-995,We Live in Public,8/28/2009,7,Ondi Timoner,Ondi Timoner,Jason Calacanis^Jason McCabe Calacan...^Ondi Timoner^Joshua M. Harris,Documentary^Special Interest,1 hr. 29 min.,Unrated,About the Internet's revolutionary impact on human interaction as told through the eyes and artwork of maverick web pioneer Josh Harris.
b-996,What Goes Up,5/29/2009,3.5,Jonathan Glatzer,Jonathan Glatzer^Robert Lawson,Steve Coogan^Hilary Duff^Molly Shannon^Josh Peck,Drama^Comedy,1 hr. 55 min.,R,his old friend by gravitating toward the teacher's misfit students local teacher (Molly Shannon) scrambles to cover up a looming scandal. When Babbitt discovers that the motley crew of teens is comprised of a self-absorbed seductress (Hilary Duff) a timid voyeur (Josh Peck) and a manipulative pregnant teen (Olivia Thirlby) he becomes obsessed with our need to create heroes where none exist. Over time the roles are reversed and Babbitt learns that the traits he is currently projecting onto his fallen friend's students may in fact be traits possessed by he and other adults. Increasingly at ease around the students as he relates to them on their own terms Babbitt gradually begins to form a fixation on the very student rumored to have had an affair with his deceased friend.
b-997,Whatever Works,6/19/2009,5.4,Woody Allen,Woody Allen,Larry David^Evan Rachel Wood^Ed Begley Jr.^Patricia Clarkson,Comedy^Romance,1 hr. 32 min.,PG-13,An eccentric New Yorker abandons his upper class life to lead a more bohemian existence. He meets a young girl from the south and her family and no two people seem to get along in the entanglements that follow.
b-998,Where the Wild Things Are,10/16/2009,6.9,Spike Jonze,Dave Eggers^Spike Jonze,Max Records^Catherine Keener^Benicio Del Toro^Mark Ruffalo,Action & Adventure^Animation^Comedy^Drama^Kids & Family^Science Fiction & Fantasy,1 hr. 41 min.,PG,Buchanan Rovi
b-999,Whiteout,9/11/2009,3.5,Dominic Sena,Jon Hoeber^Erich Hoeber^Chad Hayes^Carey W. Hayes^Carey Hayes,Kate Beckinsale^Gabriel Macht^Tom Skerritt^Columbus Short,Drama^Action & Adventure^Mystery & Suspense,1 hr. 46 min.,R,leaves in just three days and just after that Antarctica will not see the sun again for another 24 weeks. Then just 72 hours before she is set to escape the coming darkness a body is discovered in the ice -- prompting the first murder investigation ever to take place on the desolate Antarctic Circle continent. Little does Carrie realize that she's suddenly been thrust into a mystery over 60 years in the making and that the killer is ready to strike again in order to protect a grim secret. Now as the death toll starts to rise loyalties shift and a massive series of whiteouts blow bitter winds across the frozen landscape the U.S. marshall who wanted nothing more than to escape the cold must work around the clock to catch a killer before the blinding white snow gives way to the deadly darkness of winter.
b-1000,Whip It,10/2/2009,7,Drew Barrymore,Shauna Cross,Ellen Page^Drew Barrymore^Juliette Lewis^Kristen Wiig,Drama^Comedy,1 hr. 51 min.,PG-13,Bliss is a rebellious Texas teen who throws in her small-town beauty pageant crown for the rowdy world of roller derby.
b-1001,X-Men Origins - Wolverine,5/1/2009,5,Gavin Hood,David Benioff^Skip Woods,Hugh Jackman^Liev Schreiber^Danny Huston^Lynn Collins,Action & Adventure^Mystery & Suspense^Science Fiction & Fantasy,1 hr. 47 min.,PG-13,brother Victor Creed (aka Sabretooth played by Liev Schreiber) have joined a top-secret government task force. When their targets begin to include innocent civilians conscientious Logan escapes to the Canadian Rockies where he builds a home with pretty schoolteacher Kayla Silverfox (Lynn Collins). Informed by his old commanding officer William Stryker (Danny Huston) that the members of his old team are being targeted for death Logan is heartbroken when Victor finds and kills Kayla. Vowing revenge Logan agrees to take part in a dangerous experiment that will fuse his bones with a powerful metal alloy called adamantium which makes him virtually indestructible and gives him the strength needed to defeat his powerful brother. Subsequently betrayed by Stryker Logan (now Wolverine) sets out to find his blood-lusting brother and stop the cycle of violence once and for all. Along the way the temperamental hero is joined by fellow mutants John Wraith (Will.i.Am) and Remy LeBeau (aka Gambit played by Taylor Kitsch). But before Wolverine can seek vengeance against Striker and his brother he'll have to do battle with Deadpool (Ryan Reynolds) a formidable mutant instilled with many powers. ~ Jason Buchanan Rovi
b-1002,Year One,6/19/2009,3.9,Harold Ramis,Harold Ramis^Gene Stupnitsky^Lee Eisenberg,Jack Black^Michael Cera^Oliver Platt^David Cross,Action & Adventure^Comedy,1 hr. 37 min.,PG-13,into several weird characters along the way -- like a feuding pair of brothers named Cain and Abel (David Cross and Paul Rudd). Unfortunately their quest for greatness hits a few snags like being sold into slavery and later becoming the object of interest to a very amorous very hairy high priest (Oliver Platt) in the opulent city of Sodom. ~ Jason Buchanan Rovi
b-1003,The Young Victoria,12/18/2009,6.4,Jean-Marc Valle,Julian Fellowes,Emily Blunt^Rupert Friend^Paul Bettany^Miranda Richardson,Drama,1 hr. 45 min.,PG,On the eve of her 18th birthday and succession to the English throne young Princess Victoria is caught in a royal power struggle. But it is her blossoming relationship with Prince Albert that will determine the strength of her reign. Can she dedicate her life to her country and her heart to the one man she truly loves? Discover the passion and the romance behind one of history's greatest love stories.
b-1004,Zombieland,10/2/2009,7.4,James L. Frachon,Rhett Reese^Paul Wernick,Woody Harrelson^Jesse Eisenberg^Emma Stone^Abigail Breslin,Horror^Comedy,1 hr. 28 min.,R,begin to wonder if it might be better to simply take their chances alone. ~ Jason Buchanan Rovi
b-1005,102 Dalmatians,11/22/2000,4.4,Kevin Lima,Kristen Buckley^Noni White^Bob Tzudiker^Brian Regan,Glenn Close^Grard Depardieu^Ioan Gruffudd^Alice Evans,Comedy^Kids & Family,1 hr. 40 min.,G,"In this all new tale Cruella De Vil is released from prison on good behavior swearing that she will have nothing to do with fur ever again in her life. She however cannot keep this promise and soon is plotting another ""furocious"" scheme to get her ultimate Dalmatian coat."
b-1006,28 Days,2/8/2000,4.8,Betty Thomas,Susannah Grant,Sandra Bullock^Viggo Mortensen^Dominic West^Elizabeth Perkins,Drama^Comedy,1 hr. 43 min.,PG-13,Gwen comes face to face with a unique set of rules (like no cell phones) and rituals (like chanting) embraced by an assortment of fascinating fellow re-habbers: Eddie Gerhardt Oliver Andrea Roshanda and Billie Jean. A jaded city girl to the core Gwen is determined not to conform. Then she meets Counselor Cornell who begins to break through her carefully constructed defenses and force her to take a closer look at who she really is. Ultimately through the companionship of her group as well as a devastating loss Gwen gradually loses her cynicism and begins the long struggle to take back her life. Maybe she discovers your insides can match your outsides.
b-1007,3 Strikes,3/1/2000,2.3,D.J. Pooh,D.J. Pooh,Brian Hooks^N'Bushe Wright^Faizon Love^E-40,Comedy,1 hr. 23 min.,R,N'Bushe Wright and Brian Hooks.
b-1008,The 6th Day,11/17/2000,5.2,Rogerspottiswoode,Marianne Wibberly^Cormac Wibberley^Marianne Wibberley^Cormac Wibberly,Arnold Schwarzenegge...^Michael Rapaport^Tony Goldwyn^Michael Rooker,Action & Adventure^Mystery & Suspense^Science Fiction & Fantasy,2 hr. 3 min.,PG-13,Schwarzenegger) who believes people should live and die the old-fashioned way discovers that someone has been violating these regulations. After Adam luckily avoids being on a copter that crashes he comes home to discover someone has duplicated him. Now Adam is on a mission to find out who cloned him and why as he struggles to take back his life from a scientifically created impostor his boss Michael Drucker (Tony Goldwyn) and a pair of thugs (Sarah Wynter and Rod Rowland) who have been cloned into near-indestructibility. The 6th Day also stars Robert Duvall as cloning expert Griffin Weir Michael Rooker as Drucker's right-hand man Robert Marshall and Michael Rapaport as Adam's partner Hank Morgan.
b-1009,Across the Line,2/1/2000,NULL,Martin Spottl,Sigal Erez^Martin Spottl,Brad Johnson^Sigal Erez^Brian Bloom^Marshall R. Teague,Drama^Action & Adventure,1 hr. 37 min.,R,slaughtered by corrupt U.S. Border Guard patrolmen. With a policy of not permitting any witnesses to escape the renegade patrolmen then kill the tourists at point blank and with the hidden Miranda as a witness. Eventually Miranda finds a job as a waitress in a diner where she befriends the local sheriff Grant (Brad Johnson); when Grant learns what Miranda has seen he becomes his key witness' protector -- and eventually her lover -- as the ruthless patrolmen close in for the kill. What Grant doesn't know is that the leader of the murderous cops is closer to him than he thinks.
b-1010,Adventures in Wild California,5/12/2000,6.5,Greg GacGillivray,NULL,NULL,Documentary^Sports & Fitness,40 min.,G,Join some of California's most unique residents and experience the wonders of this amazing state's farthest edges as few ever have.
b-1011,All the Pretty Horses,12/25/2000,4.9,Billy Bob Thornton,Ted Tally,Matt Damon^Henry Thomas^Penelope Cruz^Lucas Black,Mystery & Suspense^Drama,1 hr. 56 min.,PG-13,John Grady falls into an ill-fated romance with Alejandra the beautiful daughter of a wealthy ranch owner. It is a disaster that leads to arrest Mexican jail and a murder in self-defense-and ultimately proves to be John Grady's greatest test of maturity and manhood.
b-1012,Almost Famous,9/15/2000,7.9,Cameron Crowe,Cameron Crowe,Billy Crudup^Frances McDormand^Kate Hudson^Jason Lee,Drama^Comedy,2 hr. 3 min.,R,"Deschanel) and William (Patrick Fugit). Anita rebels by dropping out of school and becoming a stewardess but William makes something of his love of rock & roll by writing album reviews for a local underground newspaper. William's work attracts the attention of Lester Bangs (Philip Seymour Hoffman) editor of renegade rock magazine Creem who takes William under his wing and gives him his first professional writing assignment -- covering a Black Sabbath concert. While William is unable to score an interview with the headliners the opening act Stillwater are more than happy to chat with a reporter even if he's still too young to drive and William's piece on the group in Creem gains him a new admirer in Ben Fong-Torres (Terry Chen) an editor at Rolling Stone. Torres offers William an assignment for a 3000-word cover story on Stillwater and over the objections of his mother (whose parting words are ""Don't use drugs!"") and after some stern advice from Bangs (who says under no circumstances should he become friends with a band he's covering) Williams joins Stillwater on tour where he becomes friendly with guitarist Russell Hammond (Billy Crudup) and singer Jeff Bebe (Jason Lee). William also becomes enamored of Penny Lane (Kate Hudson) a groupie traveling with the band who is no older than William but is deeply involved with Russell. Lester Bangs and Ben Fong-Torres incidentally were real-life rock writers Crowe worked with closely during his days as a journalist. Almost Famous' original score was composed by Nancy Wilson of Heart (who is also Crowe's wife). ~ Mark Deming Rovi"
b-1013,American Psycho,4/14/2000,6.2,Mary Harron,Mary Harron^Guinevere Turner,Christian Bale^Willem Dafoe^Jared Leto^Reese Witherspoon,Drama^Horror^Mystery & Suspense^Comedy,1 hr. 37 min.,R,homicidal activities to a frenzied pitch. Hatchets fly butcher knives chop chainsaws rip and surgical instruments mutilate-how far will Bateman go? How much can he get away with?
b-1014,Animal Factory,10/20/2000,6.8,Steve Buscemi,Eddie Bunker^John Steppling^Edward Bunker,Willem Dafoe^Edward Furlong^Seymour Cassel^Mickey Rourke,Mystery & Suspense^Drama,1 hr. 34 min.,R,Ron Decker is a 21-year-old who has just been smacked with a lengthy prison sentence for drug trafficking. Not confident that he can get through prison on his own he turns to hardened criminal and ex-gang leader Earl Copen for guidance and protection. When Earl sees a bit of himself in Ron that's worth saving an odd relationship between the two men is forged -- one that has serious consequences for them both.
b-1015,The Art of War,8/25/2000,3.9,Christian Duguay,Kevin Bernhardt^Wayne Beach^Simon Davis Barry,Wesley Snipes^Anne Archer^Maury Chaykin^Marie Matiko,Drama^Action & Adventure^Mystery & Suspense,2 hr.,R,Ruthless terrorists are threatening to bring down the United Nations. They frame the one man they believe can stop them - an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good as he tries to stop what could become World War III.
b-1016,Autumn in New York,8/11/2000,4,Joan Chen,Allison Burnett,Richard Gere^Winona Ryder^Elaine Stritch^Vera Farmiga,Drama^Romance,1 hr. 43 min.,PG-13,"with his usual line about ""not promising forever"" Charlotte responds with reasons of her own about why she feels this relationship can't last forever -- she's dying."
b-1017,Bait,9/15/2000,4.2,Antoine Fuqua,Tony Gilroy^Adam Scheinman^Andrew Scheinman,Jamie Foxx^David Morse^Robert Pastorelli^Doug Hutchison,Drama^Action & Adventure^Mystery & Suspense^Comedy,1 hr. 59 min.,R,was brought in after a bungled robbery of a seafood wholesaler. Jasper who has a weak heart suffers a heart attack in jail and as he dies he gives Alvin a message to pass along to his wife. Eager to track down Bristol who still has the gold Clenteen has Alvin secretly implanted with an experimental tracking device and then lets him go free while spreading the word on the street that Jasper told him where the gold was stashed shortly before his death. While Alvin makes an effort to start his life over and get a straight job Clenteen and his staff are electronically following his every move waiting for Bristol and his associates to track him down. Bait was directed by Antoine Fuqua whose previous credit was the stylish crime thriller The Replacement Killers.
b-1018,Bamboozled,10/6/2000,5.4,Spike Lee,Spike Lee,Damon Wayans^Savion Glover^Tommy Davidson^Michael Rapaport,Drama^Television^Comedy,2 hr. 15 min.,R,"stereotypical comedy he can imagine - hearkening back to the old days of ""black-face"" minstrels with a variety show featuring Manray a homeless tap dancer and his sidekick Womack. Incredibly Delacroix's spoof turns into a ratings bonanza a cultural phenomenon that has the media pundits raving and audiences of all types howling."
b-1019,Battlefield Earth,5/12/2000,2.3,Roger Christian,Corey Mandel^J D Shapiro^J.D. Shapiro^Corey Mandell,John Travolta^Barry Pepper^Forest Whitaker^Kim Coates,Action & Adventure^Horror^Science Fiction & Fantasy,1 hr. 58 min.,PG-13,When an alien race called the Psyclos turns the Earth into a mining colony it's up to rebel hero Johnny Goodboy to lead a revolt and save the planet from the giant alien species.
