ID,Title,Year,Rating,Director,Creators,Cast,Genre,Duration,ContentRating,Summary
a-555,The Heart Specialist,2011-01-14,4.5,Dennis Cooper,Dennis Cooper,Wood Harris^Zoe Saldana^Brian White,Comedy^Drama,99 min,R,Suave Harvard Medical School grad Ray Howard seems destined to specialize in womanizing. That is until he heads to Florida to intern under the tutelage of chief resident Dr. Sidney Zachary. With help from his girlfriend "Dr. Z" sets out to mold Ray into a caring responsible doctor. Along the way he shares some important truths and a whole lot of humor in this sexy romantic comedy.
a-556,The Help,2011-08-10,8.1,Tate Taylor,Tate Taylor^Kathryn Stockett,Emma Stone^Viola Davis^Octavia Spencer,Drama,146 min,PG-13,Set in Mississippi during the 1960s Skeeter (Stone) is a southern society girl who returns from college determined to become a writer but turns her friends' lives -- and a Mississippi town -- upside down when she decides to interview the black women who have spent their lives taking care of prominent southern families. Aibileen (Davis) Skeeter's best friend's housekeeper is the first to open up -- to the dismay of her friends in the tight-knit black community. Despite Skeeter's life-long friendships hanging in the balance she and Aibileen continue their collaboration and soon more women come forward to tell their stories -- and as it turns out they have a lot to say. Along the way unlikely friendships are forged and a new sisterhood emerges but not before everyone in town has a thing or two to say themselves when they become unwittingly -- and unwillingly -- caught up in the changing times.
a-557,Hesher,2011-06-25,7.1,Spencer Susser,Spencer Susser^David MichÃ´d,Joseph Gordon-Levitt^Devin Brochu^Natalie Portman,Drama,106 min,R,T.J. a high school freshman lost his mother two months before in a car accident: his father pops pills and sits on the couch; his grandmother holds things together chatting and cooking. T.J. wants the car back from the salvage yard where the owner's son is a bully. By happenstance Hesher a foul-mouthed squatter moves in with T.J's family. T.J. also meets Nicole a grocery clerk near poverty who helps him once. Hesher involves T.J. in crime the bully is omnipresent mom's car is slipping away dad has checked out T.J. watches Nicole at work and his grandma invites him to join her morning walk: the odds are long that T.J. can assemble a family to help him thrive.
a-558,Higher Ground,2011-08-26,6.3,Vera Farmiga,Carolyn S. Briggs^Tim Metcalfe,Vera Farmiga^Joshua Leonard^Dagmara Dominczyk,Drama,109 min,R,Vera Farmiga's directorial debut HIGHER GROUND depicts the landscape of a tight-knit spiritual community thrown off-kilter when one of their own begins to question her faith. Inspired by screenwriter Carolyn S. Briggs' memoir This Dark World the film tells the story of a thoughtful woman's struggles with belief love and trust - in human relationships as well as in God.
a-559,Hoodwinked Too! Hood vs. Evil,2011-04-29,4.8,Mike Disa,Cory Edwards^Todd Edwards,Hayden Panettiere^Glenn Close^Patrick Warburton,Animation^Comedy^Family,86 min,PG,Hood vs. Evil will find a teen such as Red Riding Hood who will be training in a distant land with a mysterious covert group called the Sister Hoods. When Red and the Wolf get called upon by Nick Flippers the head of the Happily Ever After Agency over to investigate the disappearance of Hansel and Gretel.
a-560,Hop,2011-04-01,5.5,Tim Hill,Cinco Paul^Ken Daurio,Russell Brand^James Marsden^Elizabeth Perkins,Animation^Adventure^Comedy^Family^Fantasy,95 min,PG,Blending state-of-the-art animation with live action Hop tells the comic tale of Fred an out-of-work slacker who accidentally injures the Easter Bunny and must take him in as he recovers. As Fred struggles with the world's worst house guest both will learn what it takes to finally grow up.
a-561,Horrible Bosses,2011-07-08,6.9,Seth Gordon,Michael Markowitz^John Francis Daley,Jason Bateman^Charlie Day^Jason Sudeikis,Comedy^Crime,98 min,R,Nick hates his boss mostly because he's expected to work from before sunrise to after sunset and his boss Mr. Harken calls him out for being a minute late and blackmails him so he can't quit. Dale hates his boss Dr. Julia Harris because she makes unwelcome sexual advances when he's about to get married. But Dale is on that pesky list of child offenders so he can't quit. Kurt actually likes his job and his boss well up until his boss dies and the boss's coked-out psychopathic son takes over. But who would be crazy enough to quit their jobs in such poor economic times? Instead Nick Dale and Kurt drunkenly and hypothetically discuss how to kill their bosses and before they know it they've hired a murder consultant to help them pull off the three deeds.
a-562,Hugo,2011-11-23,7.6,Martin Scorsese,John Logan^Brian Selznick,Asa Butterfield^ChloÃ« Grace Moretz^Christopher Lee,Adventure^Drama^Family^Mystery,126 min,PG,Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key. Hugo needs to find the key to unlock the secret he believes it contains. On his adventures he meets George Melies a shopkeeper who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton and he discovers it unlocks some memories the old man has buried inside regarding his past.
a-563,I Am Number Four,2011-02-18,6.1,D.J. Caruso,Alfred Gough^Miles Millar,Alex Pettyfer^Timothy Olyphant^Dianna Agron,Action^Adventure^Sci-Fi^Thriller,109 min,PG-13,Extraordinary teen John Smith (Pettyfer) is a fugitive on the run from ruthless enemies sent to destroy him. Changing his identity moving from town to town with his guardian Henri (Olyphant) John is always the new kid with no ties to his past. In the small Ohio town he now calls home John encounters unexpected life-changing events-his first love (Agron) powerful new abilities and a connection to the others who share his incredible destiny.
a-564,I Don't Know How She Does It,2011-09-16,4.8,Douglas McGrath,Aline Brosh McKenna^Allison Pearson,Sarah Jessica Parker^Pierce Brosnan^Kelsey Grammer,Comedy,89 min,PG-13,A comedy centered on the life of Kate Reddy a finance executive who is the breadwinner for her husband and two kids.
a-565,I Melt with You,2012-07-26,6.0,Mark Pellington,Glenn Porter^Mark Pellington,Thomas Jane^Rob Lowe^Jeremy Piven,Drama,129 min,R,Middle aged Jonathan Richard Rob and Tim are friends from their college days each who has had some modicum of success in his life but each who is facing an issue resulting in dissatisfaction with his current lot. Divorced father Jonathan is a physician whose practice is largely made up of wealthy patients for who he writes prescriptions for drugs for recreational use in return for payola. Party boy Richard was once a novelist but now resorts to teaching high school English to make a living. Stockbroker Ron is happily married with kids but in providing for his family he decided to steal from his clients which has now resulted in a probable indictment by the Securities Commission for embezzlement. And five years ago openly bisexual Tim was the driver that caused an accident which killed both his sister and his boyfriend the guilt surrounding which still remains with him. As they live in various parts of the country they make a point to get together at least once a year for a ...
a-566,The Ides of March,2011-10-07,7.1,George Clooney,George Clooney^Grant Heslov,Paul Giamatti^George Clooney^Philip Seymour Hoffman,Drama,101 min,R,Stephen Meyers is a young idealist who's brilliant at communications is second in command of Governor Mike Morris's presidential campaign and is a true believer. In the middle of the Ohio primary the campaign manager of Morris's opponent asks Meyers to meet; he offers him a job. At the same time Morris's negotiations for the endorsement of the man in third place a North Carolina Senator hit a snag. A young campaign intern Molly Stearns gets Stephen's romantic attention. Republicans have a trick up their sleeve; Stephen may be too trusting and Molly has a secret. What's most important career victory or virtue?
a-567,Immortals,2011-11-11,6.1,Tarsem Singh,Charley Parlapanides^Vlas Parlapanides,Henry Cavill^Mickey Rourke^John Hurt,Action^Drama^Fantasy,110 min,R,Eons after the Gods won their mythic struggle against the Titans a new evil threatens the land. Mad with power King Hyperion (Mickey Rourke) has declared war against humanity. Amassing a bloodthirsty army of soldiers disfigured by his own hand Hyperion has scorched Greece in search of the legendary Epirus Bow a weapon of unimaginable power forged in the heavens by Ares. Only he who possesses this bow can unleash the Titans who have been imprisoned deep within the walls of Mount Tartaros since the dawn of time and thirst for revenge. In the king's hands the bow would rain destruction upon mankind and annihilate the Gods. But ancient law dictates the Gods must not intervene in man's conflict. They remain powerless to stop Hyperion...until a peasant named Theseus (Henry Cavill) comes forth as their only hope. Secretly chosen by Zeus Theseus must save his people from Hyperion and his hordes. Rallying a band of fellow outsiders - including visionary priestess Phaedra (Freida Pinto) ...
a-568,In Time,2011-10-28,6.7,Andrew Niccol,Andrew Niccol,Justin Timberlake^Amanda Seyfried^Cillian Murphy,Action^Sci-Fi^Thriller,109 min,PG-13,Welcome to a world where time has become the ultimate currency. You stop aging at 25 but there's a catch: you're genetically-engineered to live only one more year unless you can buy your way out of it. The rich "earn" decades at a time (remaining at age 25) becoming essentially immortal while the rest beg borrow or steal enough hours to make it through the day. When a man from the wrong side of the tracks is falsely accused of murder he is forced to go on the run with a beautiful hostage. Living minute to minute the duo's love becomes a powerful tool in their war against the system.
a-569,Inside Out,2015-06-19,8.5,Pete Docter,Pete Docter^Ronnie Del Carmen,Amy Poehler^Bill Hader^Lewis Black,Animation^Adventure^Comedy^Drama^Family^Fantasy,94 min,PG,Growing up can be a bumpy road and it's no exception for Riley who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us Riley is guided by her emotions - Joy Fear Anger Disgust and Sadness. The emotions live in Headquarters the control center inside Riley's mind where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco turmoil ensues in Headquarters. Although Joy Riley's main and most important emotion tries to keep things positive the emotions conflict on how best to navigate a new city house and school.
a-570,Insidious,2011-04-01,6.8,James Wan,Leigh Whannell,Patrick Wilson^Rose Byrne^Ty Simpkins,Drama^Horror^Mystery^Thriller,103 min,PG-13,A gripping story of a family in search of help for their son Dalton who fell into a coma after a mysterious incident in the attic. Little do they know that there is much more to this endless sleep than meets the eye as they explore the paranormal and rediscover the past; the key to getting their son back once and for all.
a-571,J. Edgar,2011-11-11,6.6,Clint Eastwood,Dustin Lance Black,Leonardo DiCaprio^Armie Hammer^Naomi Watts,Biography^Crime^Drama,137 min,R,Biopic of J. Edgar Hoover told by Hoover as he recalls his career for a biography. Early in his career Hoover fixated on Communists anarchists and any other revolutionary taking action against the U.S. government. He slowly builds the agency's reputation becoming the sole arbiter of who gets hired and fired. One of his hires is Clyde Tolson who is quickly promoted to Assistant Director and would be Hoover's confidant and companion for the rest of Hoover's life. Hoover's memories have him playing a greater role in the many high profile cases the FBI was involved in - the Lindbergh baby kidnapping the arrest of bank robbers like John Dillinger - and also show him to be quite adept at manipulating the various politicians he's worked with over his career thanks in large part to his secret files.
a-572,Jack and Jill,2011-11-11,3.4,Dennis Dugan,Steve Koren^Adam Sandler,Adam Sandler^Katie Holmes^Al Pacino,Comedy,91 min,PG,Jack Sadelstein is a successful advertising executive in Los Angeles with a beautiful wife and kids who dreads one event each year: the Thanksgiving visit of his identical twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack turning his normally tranquil life upside down.
a-573,Janie Jones,2011-04-29,6.7,David M. Rosenthal,David M. Rosenthal,Abigail Breslin^Alessandro Nivola^Elisabeth Shue,Drama^Music,114 min,NULL,A young girl who has been abandoned by her former-groupie mother informs a fading rock star that she is his daughter.
a-574,Judy Moody and the Not Bummer Summer,2011-06-10,4.1,John Schultz,Kathy Waugh^Megan McDonald,Jordana Beatty^Heather Graham^Parris Mosteller,Comedy^Family,91 min,PG,Third grader Judy Moody sets out to have the most thrilling summer of her life.
a-575,Jumping the Broom,2011-05-06,5.6,Salim Akil,Elizabeth Hunter^Arlene Gibbs,Paula Patton^Laz Alonso^Angela Bassett,Comedy^Drama,112 min,PG-13,Two very different families converge on Martha's Vineyard one weekend for a wedding.
a-576,Just Go with It,2011-02-11,6.4,Dennis Dugan,Allan Loeb^Timothy Dowling,Adam Sandler^Jennifer Aniston^Brooklyn Decker,Comedy^Romance,117 min,PG-13,Danny (Adam Sandler) must engage Katherine (Jennifer Aniston) his faithful assistant to pretend to be his soon to be ex-wife. Danny must pretend that he is married because he lied to his dream girl Palmer (Brooklyn Decker) the most gorgeous woman in the world. To keep the woman he loves covering up one lie soon turns into many lies.
a-577,Justin Bieber: Never Say Never,2011-02-11,1.6,Jon M. Chu,NULL,Justin Bieber^Boys II Men^Miley Cyrus,Documentary^Music,105 min,G,The camera follows Justin Bieber (1994- ) during the ten days leading up to his August 2010 sold-out show at Madison Square Garden. Footage of these ten days of concerts rehearsals and down time with boyhood friends his mom and his entourage is inter-cut with home movies old photos and interviews showing a musical prodigy who loves to perform comes to the attention of an Atlanta agent via YouTube impresses Usher and rockets to international stardom soon after his 15th birthday. His manager emphasizes the importance of social media and of Justin's work ethic and personality in making him a star; the camera emphasizes Bieber's look. His mom and grandparents shine.
a-578,Kill the Irishman,2012-05-11,7.2,Jonathan Hensleigh,Jonathan Hensleigh^Jeremy Walters,Ray Stevenson^Christopher Walken^Vincent D'Onofrio,Action^Biography^Crime^Drama^Thriller,106 min,R,The true story of Danny Greene an impoverished but charismatic young Irish-American who rises to power as president of the longshoreman's local union and is charged with corruption but evades serious jail time by becoming an FBI informant. With fearless nerve he joins forces with a Mafia gangster to rise to power in Cleveland's underworld gaining the reputation of a Robin Hood-like figure with nine lives as he escapes countless assassination attempts.
a-579,Killer Elite,2011-09-23,6.5,Gary McKendry,Matt Sherring^Ranulph Fiennes,Jason Statham^Clive Owen^Robert De Niro,Action^Crime^Thriller,116 min,R,Loosely based on a true story Killer Elite pits two of the worlds' most elite operatives - Danny a ruthless killer-for-hire (Jason Statham) and Hunter his longtime mentor (Robert De Niro) - against the cunning leader of a secret society of former Special Air Service operatives('Clive Owen'). Covering the globe from Australia to Paris London and the Middle East Danny and Hunter are plunged into a highly dangerous game of revenge and deception - where things are not always what they appear to be.
a-580,Kung Fu Panda 2,2011-05-26,7.3,Jennifer Yuh,Jonathan Aibel^Glenn Berger,Jack Black^Angelina Jolie^Jackie Chan,Animation^Action^Adventure^Comedy^Drama^Family,91 min,PG,In the Valley of Peace Po Ping is revelling in his fulfilled dreams as he serves as the fabled Dragon Warrior protecting his home with his heroes now his closest friends. However Po and company learn that the murderous Lord Shen of Gongman City is threatening the land with a fearsome new weapon that could mean the end of kung fu. They attempt to stop him but the panda is burdened with crippling memory flashbacks linked to this villain. Now with China in the balance Po must learn about his past and find true inner peace against all opposition.
a-581,Larry Crowne,2011-07-01,6.0,Tom Hanks,Tom Hanks^Nia Vardalos,Tom Hanks^Julia Roberts^Sarah Mahoney,Comedy^Drama^Romance,98 min,PG-13,Until he was downsized affable amiable Larry Crowne (Hanks) was a superstar team leader at the big-box company where he's worked since his time in the Navy. Underwater on his mortgage and unclear on what to do with his suddenly free days Larry heads to his local college to start over. There he becomes part of a colorful community of outcasts also-rans and the overlooked all trying to find a better future for themselves...often moving around town in a herd of scooters. In his public-speaking class Larry develops an unexpected crush on his teacher Mercedes Tainot (Roberts) who has lost as much passion for teaching as she has for her husband. The simple guy who has every reason to think his life has stalled will come to learn an unexpected lesson: when you think everything worth having has passed you by you just might discover your reason to live.
a-582,Life in a Day,2011-01-27,7.7,Kevin Macdonald,NULL,Hiroaki Aikawa^Cindy Baer^Teagan Bentley,Documentary^Drama,95 min,PG-13,What do you get when you ask the people of the world to chronicle a single day in their lives? You get 80000 submissions 4500 hours of footage from 192 countries. Kevin Macdonald has taken this raw material all shot on July 24 2010 and created a 90-minute paean to what it means to be human in the world today.
a-583,Like Crazy,2012-01-27,6.7,Drake Doremus,Drake Doremus^Ben York Jones,Felicity Jones^Anton Yelchin^Jennifer Lawrence,Drama^Romance,90 min,PG-13,Anna and Jacob fall instantly in love when they meet as students at an L.A. university. But Anna is British and when graduation approaches Anna decides to stay and violate her student visa rather than returning to England. After a visit home she is then unable to return to the United States. While fighting customs and immigration battles Anna and Jacob must decide if their relationship is worth the distance and the hardship.
a-584,The Lincoln Lawyer,2011-03-18,7.3,Brad Furman,John Romano^Michael Connelly,Matthew McConaughey^Marisa Tomei^Ryan Phillippe,Crime^Drama^Thriller,118 min,R,Mick Haller is a defense lawyer who works out of his Lincoln. When a wealthy Realtor is accused of assaulting a prostitute Haller is asked to defend him. The man claims that the woman is trying to get some money out of him. But when Haller looks at the evidence against him he learns that this case might be linked to an old case of his.
a-585,Just My Luck,2006-05-12,5.3,Donald Petrie,I. Marlene King^Amy Harris,Lindsay Lohan^Chris Pine^Samaire Armstrong,Comedy^Fantasy^Romance,103 min,PG-13,In Manhattan Ashley Albright is a lucky woman and very successful in the agency where she works. The clumsy Jake Hardin is an unlucky aspirant manager of the rock band McFly who is unsuccessfully trying to contact the entrepreneur Damon Phillips to promote his band. When Ashley meets Jake in a masquerade party they kiss each other swapping her fortune with his bad luck.
a-586,Machine Gun Preacher,2011-11-02,6.8,Marc Forster,Jason Keller,Gerard Butler^Michelle Monaghan^Michael Shannon,Action^Biography^Crime^Drama,129 min,R,In Pittsburgh Pennsylvania addicted gang biker Sam Childers is released from prison and learns that his wife Lynn is no longer a stripper but has converted to Christianity. One night Sam and his best friend Donnie give a ride to a hitchhiker who threatens Donnie with a pocketknife; however Sam reacts and turns the tables on the stranger. Sam is affected by the incident and is convinced by Lynn and his mother Daisy to join their church and he is baptized. Sam finds a straight job in construction. When he meets a preacher from Africa he decides to visit the continent. Sam travels to Northern Uganda and South Sudan many times and builds an orphanage for the victims of the cruel Lord's Resistance Army (LRA). Further he fights whenever necessary and becomes a legend known as The Machine Gun Preacher.
a-587,Madea's Big Happy Family,2011-04-22,4.4,Tyler Perry,Tyler Perry,Tyler Perry^Loretta Devine^Shad Moss,Comedy^Drama,106 min,PG-13,Madea jumps into action when her niece Shirley receives distressing news about her health. All Shirley wants is to gather her three adult children around her and share the news as a family. But Tammy Kimberly and Byron are too distracted by their own problems: Tammy can't manage her unruly children or her broken marriage; Kimberly is gripped with anger and takes it out on her husband; and Byron after spending two years in jail is under pressure to deal drugs again. It's up to Madea with the help of the equally rambunctious Aunt Bam to gather the clan together and make things right the only way she knows how: with a lot of tough love laughter ... and the revelation of a long-buried family secret.
a-588,Margaret,2012-06-01,6.5,Kenneth Lonergan,Kenneth Lonergan,Anna Paquin^Matt Damon^Mark Ruffalo,Drama,150 min,R,Margaret centers on a 17-year-old New York City high-school student who feels certain that she inadvertently played a role in a traffic accident that has claimed a woman's life. In her attempts to set things right she meets with opposition at every step. Torn apart with frustration she begins emotionally brutalizing her family her friends her teachers and most of all herself. She has been confronted quite unexpectedly with a basic truth: that her youthful ideals are on a collision course against the realities and compromises of the adult world.
a-589,Margin Call,2011-09-29,7.1,J.C. Chandor,J.C. Chandor,Zachary Quinto^Stanley Tucci^Kevin Spacey,Drama^Thriller,107 min,R,A respected financial company is downsizing and one of the victims is the risk management division head who was working on a major analysis just when he was let go. His protÃ©gÃ© completes the study late into the night and then frantically calls his colleagues in about the company's financial disaster he has discovered. What follows is a long night of panicked double checking and double dealing as the senior management prepare to do whatever it takes to mitigate the debacle to come even as the handful of conscientious comrades find themselves dragged along into the unethical abyss.
a-590,Mars Needs Moms,2011-03-11,5.4,Simon Wells,Simon Wells^Wendy Wells,Seth Green^Joan Cusack^Dan Fogler,Animation^Action^Adventure^Comedy^Family^Sci-Fi,88 min,PG,On Mars the female babies are nursed by robots while the male babies are dumped in the junkyard under the command of Supervisor. They research Earth and finds that the boy Milo is raised by his Mom with love and discipline. The Martians come to Earth and abduct Mom to use her brain to instruct the robots about how to raise children. However Milo sneaks into the spaceship and comes to Mars. He meets Gribble a young man that behaves like a child and together with the hippie Martian Ki and Gribble's friend Wingnut they try to rescue Mom and bring her back to Earth. But Supervisor will give her best efforts to stop Milo and his friends.
a-591,Martha Marcy May Marlene,2011-12-21,7.0,Sean Durkin,Sean Durkin,Elizabeth Olsen^Sarah Paulson^John Hawkes,Drama^Thriller,102 min,R,Martha has run away from an abusive hippie-like cult where she was living as Marcy May for two years. She turns to her sister and brother-in-law who take her in and want to help her. The problem is Martha is having a hard time separating dreams from reality and when haunting memories of her past keep resurfacing she may need more help than anyone is able to give her.
a-592,The Mechanic,2011-01-28,6.6,Simon West,Richard Wenk^Lewis John Carlino,Jason Statham^Ben Foster^Donald Sutherland,Action^Crime^Thriller,93 min,R,Arthur Bishop (Jason Statham) is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment and Bishop is the best in the business. But when his mentor and close friend Harry (Donald Sutherland) is murdered Bishop is anything but detached. His next assignment is self-imposed - he wants those responsible dead. His mission grows complicated when Harry's son Steve (Ben Foster) approaches him with the same vengeful goal and a determination to learn Bishop's trade. Bishop has always acted alone but he can't turn his back on Harry's son. A methodical hit man takes an impulsive student deep into his world and a deadly partnership is born. But while in pursuit of their ultimate mark deceptions threaten to surface and those hired to fix problems become problems themselves.
a-593,Midnight in Paris,2011-06-10,7.7,Woody Allen,Woody Allen,Owen Wilson^Rachel McAdams^Kathy Bates,Comedy^Fantasy^Romance,94 min,PG-13,Gil and Inez travel to Paris as a tag-along vacation on her parents' business trip. Gil is a successful Hollywood writer but is struggling on his first novel. He falls in love with the city and thinks they should move there after they get married but Inez does not share his romantic notions of the city or the idea that the 1920s was the golden age. When Inez goes off dancing with her friends Gil takes a walk at midnight and discovers what could be the ultimate source of inspiration for writing. Gil's daily walks at midnight in Paris could take him closer to the heart of the city but further from the woman he's about to marry.
a-594,Mission: Impossible - Ghost Protocol,2011-12-21,7.4,Brad Bird,Josh Appelbaum^AndrÃ© Nemec,Tom Cruise^Jeremy Renner^Simon Pegg,Action^Adventure^Thriller,133 min,PG-13,In the fourth installment of the Mission Impossible series Ethan Hunt and a new team race against time to track down Hendricks a dangerous terrorist who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt by the team to stop him at the Kremlin ends in a disaster with an explosion causing severe damage to the Kremlin and the IMF being implicated in the bombing forcing the President to invoke Ghost Protocol under which the IMF is disavowed and will be offered no help or backup in any form. Undaunted Ethan and his team chase Hendricks to Dubai and from there to Mumbai but several spectacular action sequences later they might still be too late to stop a disaster.
a-595,Moneyball,2011-09-23,7.6,Bennett Miller,Steven Zaillian^Aaron Sorkin,Brad Pitt^Robin Wright^Jonah Hill,Biography^Drama^Sport,133 min,PG-13,Oakland A's GM Billy Beane is handicapped with the lowest salary constraint in baseball. If he ever wants to win the World Series Billy must find a competitive advantage. Billy is about to turn baseball on its ear when he uses statistical data to analyze and place value on the players he picks for the team.
a-596,Monte Carlo,2011-07-01,5.8,Thomas Bezucha,Thomas Bezucha^April Blair,Selena Gomez^Leighton Meester^Katie Cassidy,Adventure^Comedy^Romance,109 min,PG,A young woman her uptight step sister and her best friend use their savings for a long anticipated dream trip to Paris which turns out to be a big disappointment. When they decide to take a break from their lousy tour and duck into the lobby of a luxury hotel one of them is mistaken for a spoiled British heiress. Before they get the chance to reveal their true identities they are wrapped up in misadventures during a vacation to Monte Carlo instead.
a-597,Mr. Popper's Penguins,2011-06-17,6.0,Mark Waters,Sean Anders^John Morris,Jim Carrey^Carla Gugino^Angela Lansbury,Comedy^Family^Fantasy,94 min,PG,Tom Popper grew up having very little interaction with his father who was off exploring the world. When he grows up he spends most of time on his work and ignores his children. One day his father sends him an unusual gift: a penguin. Popper can't help but wonder why his father would send him a penguin. He tries to get rid of it but accidentally orders five more. When his children and ex-wife show up to celebrate his son's birthday the kids are taken with the penguins. And Popper finally gets to connect with his kids while his work suffers.
a-598,The Music Never Stopped,2011-10-27,7.6,Jim Kohlberg,Gwyn Lurie^Gary Marks,Lou Taylor Pucci^J.K. Simmons^Julia Ormond,Drama,105 min,PG,Tale of a father who struggles to bond with his estranged son Gabriel after Gabriel suffers from a brain tumor that prevents him from forming new memories. With Gabriel unable to shed the beliefs and interests that caused their physical and emotional distance Henry must learn to embrace his son's choices and try to connect with him through music.
a-599,One Day,2011-08-19,7.0,Lone Scherfig,David Nicholls^David Nicholls,Anne Hathaway^Jim Sturgess^Patricia Clarkson,Drama^Romance,107 min,PG-13,Emma and Dexter meet on the night of their university graduation. We see them every year on the anniversary of that date - July 15th. Emma is smart but success doesn't come quickly for her whereas for Dexter success and women come very easily. Through the years they grow apart as their lives take different directions and they meet other people. But as they grow apart from those other people and their lives start taking opposite directions again Emma and Dexter find that they belong with each other.
a-600,New Year's Eve,2011-12-09,5.6,Garry Marshall,Katherine Fugate,Sarah Jessica Parker^Jessica Biel^Ashton Kutcher,Comedy^Romance,113 min,PG-13,Set during New Year's Eve in New York city this movie follows several people and how the day affects them. Kim is a single mother who still thinks of her daughter Hailey as a child who wants to go out with a boy so that she could kiss him at midnight. Claire who is in charge of the city's annual tradition the ball drop on Times Square. And when something goes wrong she has to ask an electrician who was fired to come and fix it. Laura a chef who is cooking the New year's Eve party for a record company who runs into Jensen her ex who's a singer whose performing at the party. While he tries to apologize for how things ended she refuses to accept it. Ingrid a woman who works at the record company after having a near death experience decides to quit her job and asks a young messenger Paul to help her fulfill her resolutions. And at a hospital Stan a man who is in the final stages of cancer only wishes to see the ball drop. Also Griffin and Tess a couple who are expecting ...
a-601,No Strings Attached,2011-01-21,6.2,Ivan Reitman,Elizabeth Meriwether^Michael Samonek,Natalie Portman^Ashton Kutcher^Kevin Kline,Comedy^Romance,108 min,R,Occasionally in the 15 years since summer camp Adam and Emma cross paths. When he discovers that an ex-girlfriend is living with his dad he gets drunk calls every woman in his cell phone contact list and ends up passed out naked in her living room. By this time she's a medical resident in L.A. and he's a gopher on a "Glee"-like TV series hoping to be a writer. She guards her emotions (calling her father's funeral "a thing") so after a quick shag in the moments she has before leaving for the hospital she asks if he wants a no-strings-attached sex-only relationship without romance or complications. A prescription for fun or for disaster?
a-602,Our Idiot Brother,2011-08-26,6.4,Jesse Peretz,Jesse Peretz^Evgenia Peretz,Paul Rudd^Elizabeth Banks^Zooey Deschanel,Comedy^Drama,90 min,R,Ned lived a happy life growing organic vegetables on a farm with his hippie girlfriend and his dog named Willie Nelson but an unadvised incident with marijuana at a farmer's market lands him in jail. When he gets out of jail he is off to live with his sisters. While Ned is still happy his sisters are much less so after his honest but unworldly manner contributes to revelations which manage to expose infidelity in one marriage potentially illegal actions in one job opportunity dishonesty in one budding relationship and morally unpleasant behaviour in one domestic partnership. He sees those problems as breakdowns in communication but his sisters see him as an idiot. The truth the audience witness is that ultimately Ned is a catalyst for good around him without consciously setting out to do so. The denouement of the film sees balance restored with a positive outcome for all in the family.
a-603,Page One: Inside the New York Times,2011-09-29,6.9,Andrew Rossi,Kate Novack^Andrew Rossi,David Carr^Sarah Ellison^Larry Ingrassia,Documentary,92 min,R,During the most tumultuous time for media in generations filmmaker Andrew Rossi gains unprecedented access to the newsroom at The New York Times. For a year he follows journalists on the paper's Media Desk a department created to cover the transformation of the media industry. Through this prism a complex view emerges of a media landscape fraught with both peril and opportunity especially at the Times itself.
a-604,Paranormal Activity 3,2011-10-21,5.9,Henry Joost,Christopher Landon^Oren Peli,Chloe Csengery^Jessica Tyler Brown^Christopher Nicholas Smith,Horror,83 min,R,In 1988 in California cinematographer Dennis moves to the house of his girlfriend Julie to raise a family with her daughters Katie and Kristi. Little Kristi has an imaginary friend named Toby while weird things happen in the house. Dennis decides to place cameras in the house to capture images during the night and soon he finds that there is an entity in the house. Dennis's friend Randy Rosen (Dustin Ingram) researches the events and learns that his house might be a coven of witches and the children may be in danger.
a-605,Paul,2011-03-18,7.0,Greg Mottola,Simon Pegg^Nick Frost,Simon Pegg^Nick Frost^Seth Rogen,Adventure^Comedy^Sci-Fi,104 min,R,Two sci-fi geeks take a pilgrimage to America's UFO heartland. While there they accidentally meet an alien who brings them on an insane road trip that alters their universe forever. For the past 60 years an alien named Paul (voiced by Seth Rogen) has been hanging out at a top-secret military base. When he discovers he's been taken prisoner the space-traveling smart ass decides to escape the compound and hop on the first vehicle out of town - a rented RV containing Earthlings Graeme Willy (Simon Pegg) and Clive Gollings (Nick Frost). Chased by federal agents and the fanatical father of a young woman that they accidentally kidnap Graeme and Clive hatch a fumbling escape plan to return Paul to his mother ship. And as two nerds struggle to help one little green man might just take his fellow outcasts from misfits to intergalactic heroes.
a-606,Pearl Jam Twenty,2011-10-21,8.3,Cameron Crowe,Cameron Crowe,Eddie Vedder^Stone Gossard^Jeff Ament,Documentary^History^Music,109 min,NOT RATED,A documentary on the band Pearl Jam that marks their 20th anniversary in the year 2011.
a-607,Peep World,2011-03-25,5.6,Barry W. Blaustein,Peter Himmelstein,Michael C. Hall^Sarah Silverman^Rainn Wilson,Comedy^Drama,79 min,R,On the day of their Father's 70th birthday party four siblings come to terms with the publication of a novel written by the youngest sibling that exposes the family's most intimate secrets.
