route_type,cco_st,streetwidt,roadway_typ,edit_date,STAIR_ST,st,marg_wharf,feat_type_id,record_st,street_nm,build_stat,borough
Gen_use,,50,Surface St,,,,No,1,,137 Road,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,8 Avenue,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,West 145 Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Cary Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Caswell Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Sparkill Avenue,Improved,Staten Island
Other,,,Surface St,,N,,N,0,,Pond Way,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,South Railroad Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Post Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,91 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Lenox Terrace Place,Improved,Manhattan
Mjr_st,,100,Surface St,,,,,1,,86 Street,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,,1,,99 Street,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,132 Street,Improved,Queens
Gen_use,,Unknown,Surface St,,,,,1,,Park Drive,Part_improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Waring Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,No,1,,62 Drive,Improved,Queens
Gen_use,,40,Surface St,,N,,N,1,,Dorian Court,Unimproved,Queens
Gen_use,,60,Surface St,,,,,1,,Bedford Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue J,Improved,Brooklyn
Gen_use,,40,Surface St,,,,,1,,Madoc Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Lorimer Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,26 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,West 174 Street,Improved,Bronx
Gen_use,,100,Surface St,,,,,1,,Northern Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,South Conduit Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Ryder Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,Vietor Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Barnwell Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Edgar Place,Unimproved,Staten Island
Gen_use,,Unknown,Surface St,,,,,1,,5 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Willoughby Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,South 4 Street,Improved,Brooklyn
Gen_use,,40,Surface St,,,,,1,,Cornell Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,No,1,,Linden Boulevard,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,5 Avenue,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Elm Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,Plainview Avenue,Improved,Queens
Gen_use,,30,Surface St,,,,,1,,Ira Court,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Ingraham Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,7 Street,Improved,Brooklyn
Gen_use,,100,Surface St,,,Jamaica Avenue,No,1,,Jericho Turnpike,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Cranford Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Mickle Avenue,Improved,Bronx
Gen_use,,70,Surface St,,,,No,1,,115 Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,East 162 Street,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,Colonial Avenue-Assemblyman Ralph Goldstein Avenue,Improved,Queens
Mjr_st,,140,Surface St,,,,,1,,Park Avenue,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Laguardia Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,Forest Avenue,Improved,Queens
Other,,,Surface St,,N,,N,0,True,Gaynor Street,Unimproved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Tillotson Avenue,Improved,Bronx
Mjr_st,,80,Surface St,,,,,1,,Broadway,Improved,Brooklyn
Mjr_st,,99.9-100,Surface St,,,,,1,,Chrystie Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Greene Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,Murray Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,46 Avenue,Improved,Queens
Gen_use,,"Unknown, >60",Surface St,,,,No,1,,56 Terrace,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Davis Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Trantor Place,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,39 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Van Nest Avenue,Improved,Bronx
Gen_use,,Unknown,Surface St,,N,,N,1,,41 Road,Unimproved,Queens
Gen_use,,50,Surface St,,,,No,1,,167 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Mcveigh Avenue,Improved,Staten Island
Gen_use,,Unknown,Surface St,,,,No,1,,135 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Lightner Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 74 Street,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Neptune Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Vyse Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Avenue Z,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Midland Road,Improved,Staten Island
Other,,,Surface St,,N,,N,0,,Ashley Lane,Improved,Staten Island
Mjr_st,,80,Surface St,,,,No,1,,Little Neck Parkway,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Crotona Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Mulberry Circle,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Britton Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Snyder Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Overlook Terrace,Unimproved,Staten Island
Gen_use,,80,Surface St,,N,,N,1,,Beach 59 Street,Unimproved,Queens
Mjr_st,,100,Surface St,,,,,1,,Flatlands Avenue,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Sedgwick Avenue,Improved,Bronx
Other,,,Surface St,,,,,0,True,Harriet Street,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Ebony Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Lancaster Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Willow Avenue,Improved,Staten Island
Other,,,Surface St,,,,,0,True,Canarsie Lane,Part_improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Dekalb Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,South 3 Street,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Victory Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Adrienne Place,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Grant Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,West 238 Street,Improved,Bronx
Other,N,,Surface St,,N,,N,0,,3 Avenue,Improved,Bronx
Other,,,Surface St,,,,,0,,Douglaston Parkway,Improved,Queens
Gen_use,N,60,Surface St,,N,,N,1,,61 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,West 69 Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,No,1,,136 Avenue,Improved,Queens
Mjr_st,,120,Surface St,,,,,1,,Bushwick Avenue,Improved,Brooklyn
Mjr_st,,110,Surface St,,,,,1,,Avenue U,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Belmont Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Nostrand Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,40 Drive,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,17 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Van Duzer Street,Improved,Staten Island
Gen_use,,>93.8,Surface St,,,,,1,,Avenue Of The Americas,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Albemarle Road,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Bushwick Avenue,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,West 181 Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,No,1,,58 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Starr Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Hillis Street,Improved,Staten Island
Mjr_st,,68,Surface St,,,,,1,,Whitehall Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,West 8 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,14 Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Howard Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Heath Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Voorhies Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Hopkins Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue W,Improved,Brooklyn
Mjr_st,,70,Surface St,,,,,1,,Willowbrook Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Paerdegat 8 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Plumb 3 Street,Unimproved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Schley Avenue,Unimproved,Bronx
Gen_use,,70,Surface St,,,,,1,,Vleigh Place,Improved,Queens
Gen_use,,60-70,Surface St,,,,No,1,,29 Avenue,Improved,Queens
Gen_use,,100,Surface St,,,,No,1,,156 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,3 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,138 Place,Improved,Queens
Gen_use,,56,Surface St,,,,,1,,Cumberland Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Veterans Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,No,1,,116 Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,213 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Wilson Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Steuben Street,Improved,Brooklyn
Gen_use,,>75,Surface St,,,,,1,,Williamsburg Place,Improved,Brooklyn
Other,,,Surface St,,N,,N,0,,Willow Lane,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Voorhies Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,75 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Stobe Avenue,Unimproved,Staten Island
Gen_use,,30,Surface St,,,,,1,,Boundary Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Broadway,Improved,Staten Island
Gen_use,,70,Surface St,,,,No,1,,33 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Ash Avenue,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Herkimer Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,North Moore Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Miles Avenue,Improved,Staten Island
Other,,,Surface St,,,,,0,,Perry Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Blake Avenue,Improved,Brooklyn
Other,,,Surface St,,N,,N,0,,Hudson Road,Improved,Staten Island
Gen_use,,80,Surface St,,,,No,1,,28 Avenue,Improved,Queens
Artrl,,Unknown,Surface St,,,,,1,,Henry Hudson Parkway,Improved,Bronx
Other,Y,35,Surface St,,,,,0,True,Newton Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Bedford Avenue,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Aspen Knolls Way,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Logan Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Leonard Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Schmidts Lane,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue O,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Rockaway Parkway,Improved,Brooklyn
Mjr_st,,90,Surface St,,,,,1,,Arthur Kill Road,Improved,Staten Island
Gen_use,,80,Surface St,,,,No,1,,133 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Bloomingdale Road,Improved,Staten Island
Gen_use,,70,Surface St,,,,No,1,,33 Street,Improved,Queens
Gen_use,,Unknown,Surface St,,,,,1,,Union Street,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Harbor Lane,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue N,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Orange Avenue,Improved,Staten Island
Gen_use,,61,Surface St,,,,,1,,East 134 Street,Improved,Bronx
Artrl,,150,Surface St,,,,No,1,,Grand Central Parkway,Improved,Queens
Mjr_st,,120,Surface St,,,,,1,,Rockaway Parkway,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,No,1,,75 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,18 Avenue,Improved,Queens
Mjr_st,,60,Surface St,,,,,1,,Glenwood Road,Improved,Brooklyn
Gen_use,,70,Surface St,,,,No,1,,20 Avenue,Improved,Queens
Gen_use,,70,Surface St,,,,No,1,,93 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,247 Street,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Eastchester Road,Improved,Bronx
Gen_use,,70,Surface St,,,,,1,,Fulton Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,35 Street,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Barclay Avenue,Improved,Staten Island
Other,Y,,Surface St,,N,39 Avenue,N,0,True,Cherry Street,Improved,Queens
Gen_use,,80,Surface St,,N,,N,1,,107 Avenue,Unimproved,Queens
Gen_use,,60,Surface St,,,,,1,,Whitman Drive,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,115 Avenue,Improved,Queens
Gen_use,,70,Surface St,,,South Road,,1,,Tuskegee Airmen Way,Improved,Queens
Other,,,Surface St,,,,,0,,Schindler Court,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,East 167 Street,Improved,Bronx
Other,,Unknown,Surface St,,N,,N,0,,Whistler Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Mott Avenue,Improved,Queens
Gen_use,,40,Surface St,,,,No,1,,24 Drive,Improved,Queens
Other,Y,,Surface St,,N,,N,0,True,Manor Road,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,60 Court,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Uncas Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Broadway,Improved,Brooklyn
Other,Y,,Surface St,,N,,N,0,True,Center Drive,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,243 Street,Improved,Queens
Gen_use,,70,Surface St,,,,No,1,,46 Avenue,Improved,Queens
Other,,50,Surface St,,N,,N,0,True,Beresford Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Flatlands Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,37 Avenue,Improved,Queens
Mjr_st,,90,Surface St,,,,,1,,Arthur Kill Road,Improved,Staten Island
Other,Y,,Surface St,,N,,N,0,True,Broad Street,Improved,Queens
Other,Y,50,Surface St,,,,,0,True,Garibaldi Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,West 253 Street,Part_improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Colonial Road,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Fillmore Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Oak Avenue,Part_improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Vyse Avenue,Improved,Bronx
Mjr_st,,70,Surface St,,,,,1,,Franklin Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Macon Avenue,Improved,Staten Island
Other,Y,,Surface St,,N,,N,0,True,Shore Road,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,82 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Meeker Street,Part_improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,Harrow Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Eton Place,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,69 Drive,Improved,Queens
Gen_use,,80,Surface St,,,,No,1,,12 Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Lincoln Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,St. Marks Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,68 Road,Improved,Queens
Mjr_st,,60,Surface St,,,,,1,,Humboldt Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Johnson Avenue,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Ocean Avenue,Improved,Brooklyn
Gen_use,,90,Surface St,,N,,N,1,,119 Street,Unimproved,Queens
Gen_use,,50,Surface St,,,,,1,,Brighton Avenue,Improved,Staten Island
Other,,,Surface St,,,,,0,,Fairway Lane,Improved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,South Avenue,Improved,Staten Island
Gen_use,,64,Surface St,,,,,1,,Tanglewood Drive,Improved,Staten Island
Gen_use,,>150,Surface St,,,,,1,,12 Avenue,Improved,Manhattan
Gen_use,,70,Surface St,,,,,1,,Knickerbocker Avenue,Improved,Brooklyn
Mjr_st,,185,Surface St,,,,,1,,Mcguinness Boulevard,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Macon Street,Improved,Brooklyn
Other,,,Surface St,,N,,N,0,True,Shamrock Avenue,Unimproved,Staten Island
Mjr_st,,>140,Surface St,,,,,1,,Kings Highway,Improved,Brooklyn
Mjr_st,,140,Surface St,,,,,1,,Kings Highway,Improved,Brooklyn
Gen_use,,Unknown but <75,Surface St,,,,,1,,Joralemon Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Nevins Street,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Richmond Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Ormond Place,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 28 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,East 4 Street,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Avenue N,Improved,Brooklyn
Other,,,Surface St,,,,,0,True,Walsh Street,Unimproved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,Flatlands Avenue,Improved,Brooklyn
Artrl,,irreg ~100,Surface St,,,,,1,,Seagirt Boulevard,Improved,Queens
Gen_use,,35,Surface St,,,,,1,,Lincoln Place,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,St. James Place,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,86 Street,Improved,Brooklyn
Gen_use,,36.4-39.4,Surface St,,,,,1,,William Street,Improved,Manhattan
Gen_use,,80,Surface St,,,,No,1,,69 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Independence Avenue,Part_improved,Bronx
Gen_use,,70,Surface St,,,,,1,,Rivington Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,35 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Avenue M,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Motley Avenue,Improved,Staten Island
Gen_use,,90,Surface St,,,,,1,,Maspeth Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,Beach 47 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,West 37 Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,No,1,,Duane Road,Improved,Queens
Gen_use,,<50,Surface St,,,,,1,,Ashland Avenue,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Collfield Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Forest Hill Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Loring Place North,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,South 4 Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Marisa Circle,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Fanning Street,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Quentin Road,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,Caffrey Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Brookside Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Screvin Avenue,Part_improved,Bronx
Gen_use,,60,Surface St,,,,,1,,West 5 Street,Improved,Brooklyn
Other,N,100,Surface St,,,,,1,,Breezy Point Boulevard,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,154 Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,146 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Cordelia Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,95 Street,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Elmtree Avenue,Unimproved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,East New York Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Leverett Avenue,Improved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,7 Avenue,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Bedell Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Talbot Place,Unimproved,Staten Island
Gen_use,,85,Surface St,,,,,1,,Fahy Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,Hilburn Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Avenue H,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,230 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 2 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Wissman Avenue,Improved,Bronx
Mjr_st,,100,Surface St,,,,,1,,Clarendon Road,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 8 Street,Improved,Brooklyn
Other,Y,80,Surface St,,N,,N,0,True,Bayview Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Keating Street,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Evergreen Avenue,Improved,Brooklyn
Mjr_st,,70,Surface St,,,,,1,,Myrtle Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 36 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,Caldwell Avenue,Improved,Queens
Other,,,Surface St,,,,,0,,Bay Street Landing,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Walters Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Broadway,Improved,Manhattan
Gen_use,,50,Surface St,,,,No,1,,Fernside Place,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,87 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,3 Avenue,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Old Amboy Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,Bayswater Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 101 Street,Improved,Brooklyn
Gen_use,,75-80,Surface St,,,,,1,,Rhinelander Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Noble Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 20 Street,Improved,Manhattan
Gen_use,,70,Surface St,,,,,1,,Classon Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Grafton Street,Improved,Brooklyn
Gen_use,,75,Surface St,,,,No,1,,23 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Blackstone Avenue,Unimproved,Bronx
Gen_use,,70,Surface St,,,,No,1,,Parsons Boulevard,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Pennsylvania Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Brigham Street,Improved,Brooklyn
Gen_use,Y,,Surface St,,N,Douglas Road/Marinette Street,N,0,True,Douglas Road,Improved,Queens
Gen_use,,Unknown,Surface St,,,,,1,,Kimball Road,Improved,Manhattan
Gen_use,,80,Surface St,,,,No,1,,147 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,57 Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,250 Street,Improved,Queens
Mjr_st,,66,Surface St,,,,,1,,Forest Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,No,1,,158 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Egan Street,Improved,Brooklyn
Artrl,,100,Surface St,,,,No,1,,Cross Bay Boulevard,Improved,Queens
Mjr_st,,80,Surface St,,,,,1,,Washington Avenue,Improved,Brooklyn
Mjr_st,,33,Surface St,,,,,1,,Quintard Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,136 Street,Improved,Queens
Other,,,Surface St,,N,,N,0,True,Lenzie Street,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,132 Street,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Marcy Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Himrod Street,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Seguine Loop,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,Bay Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Edison Street,Improved,Staten Island
Artrl,,>200,Surface St,,,,,1,,Leif Ericson Drive,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Clark Place,Improved,Staten Island
Other,,,Surface St,,N,,N,0,,Canoe Place,Unimproved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Arthur Kill Road,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,12 Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Revere Street,Part_improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Roselle Street,Improved,Bronx
Artrl,,Unknown,Surface St,,,,,1,,Willowbrook Parkway,Unimproved,Staten Island
Mjr_st,,80,Surface St,,,,No,1,,154 Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,East 228 Street,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Wayne Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,156 Street,Improved,Queens
Gen_use,,90,Surface St,,,,No,1,,42 Avenue,Improved,Queens
Other,,,Surface St,,,,,0,,Francine Lane,Improved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,West 34 Street,Improved,Manhattan
Mjr_st,,80,Surface St,,,,,1,,Bement Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,West 138 Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Marshall Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,20 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,79 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,134 Street,Improved,Queens
