gispropnum,regulation_soccer,t_ball,field_lighted,volleyball,wheelchairfootball,field_number,accessible,adult_football,borough,track_and_field,maintenanceagreement,the_geom,system,ll_baseb_13andolder,surface_type,lacrosse,precinct,ll_baseb_12andunder,cricket,flagfootball,councildistrict,hockey,stlength,pickleball
Q332,False,False,True,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90225677270472, 40.777714458301304], [-73.90244393188755, 40.777565049682295], [-73.90231322893693, 40.77747338843029], [-73.90213162004672, 40.77762487991375], [-73.90225677270472, 40.777714458301304]]]]}",Q332-BASKETBALL-2,False,Asphalt,False,114.0,False,False,False,22.0,False,246.700077328703,
Q086,False,False,False,False,False,07,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81741783603466, 40.77523827547146], [-73.81741309424473, 40.77516569989574], [-73.81724621584021, 40.77517242055898], [-73.81725177005083, 40.77524499743023], [-73.81741783603466, 40.77523827547146]]]]}",Q086-01-HANDBALL-6,False,Concrete,False,109.0,False,False,False,20.0,False,145.3061348878013,
Q364,False,False,False,False,False,,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.7725496655243, 40.75695953686586], [-73.77245425667152, 40.7567525701706], [-73.77233459990317, 40.756784420656984], [-73.77243000741593, 40.756989604442346], [-73.7725496655243, 40.75695953686586]]]]}",Q364-TENNIS-3,False,Asphalt,False,111.0,False,False,,19.0,False,229.23011664575228,
X038,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90080571203235, 40.874667908939934], [-73.9007323995597, 40.874469990605974], [-73.9005844518996, 40.874498708591595], [-73.90065550771243, 40.8746965323259], [-73.90080571203235, 40.874667908939934]]]]}",X038-02-BASKETBALL-2,False,Asphalt,False,50.0,False,False,False,14.0,False,234.67248908428408,
X039,False,False,False,False,False,05 South,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82369749422897, 40.84979604942194], [-73.82357972960882, 40.84960126822383], [-73.82346264661177, 40.84964499897428], [-73.82358041890535, 40.84983678706205], [-73.82369749422897, 40.84979604942194]]]]}",X039-ZN01-TENNIS-3,False,Asphalt,False,45.0,False,False,False,13.0,False,226.9135542618685,
M104,False,False,False,False,False,12,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91864918867543, 40.792669104264064], [-73.91875901287061, 40.79272031215004], [-73.91890500120475, 40.792539465666884], [-73.91879517719556, 40.79248825791858], [-73.91864918867543, 40.792669104264064]]]]}",M104-ZN02-TENNIS-20,False,Clay,False,25.0,False,False,False,8.0,False,225.95460710761984,
Q001A,False,False,False,False,False,05,False,False,Q,False,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.73710712051773, 40.739155990334915], [-73.73702973627744, 40.73895287350555], [-73.73690747187388, 40.7389778689136], [-73.73698387024187, 40.73918321414042], [-73.73710712051773, 40.739155990334915]]]]}",Q001-ZN01-TENNIS-6,False,Asphalt,False,105.0,False,False,False,23.0,False,225.4482299115849,
M225,False,False,False,False,False,1,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93517261343004, 40.79999845848268], [-73.93507171958152, 40.79995578916428], [-73.9349556825006, 40.80010628724765], [-73.9350603163513, 40.80014895967404], [-73.93517261343004, 40.79999845848268]]]]}",M225-HANDBALL-3,False,Asphalt,False,25.0,False,False,,8.0,False,191.4304025115527,
B243,False,False,False,False,False,04,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9826463721866, 40.69798126575125], [-73.9825502845829, 40.69797786079432], [-73.98254184798131, 40.69809281171483], [-73.98263793575, 40.69809621757931], [-73.9826463721866, 40.69798126575125]]]]}",B243-HANDBALL-3,False,Asphalt,False,84.0,False,False,False,35.0,False,137.23681520257452,
M033,False,False,False,False,False,03,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98062778207675, 40.71918146672553], [-73.98054170469432, 40.7191558516154], [-73.98048255097187, 40.71926747510571], [-73.9805692069062, 40.71929422229816], [-73.98062778207675, 40.71918146672553]]]]}",M033-HANDBALL-5,False,Asphalt,False,7.0,False,False,False,2.0,False,139.5652932912588,
X118,False,False,False,False,False,1,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87282657672985, 40.81629525594932], [-73.87212952718345, 40.816394998572775], [-73.87219375792407, 40.81660607171425], [-73.87287767283392, 40.816510150343284], [-73.87282657672985, 40.81629525594932]]]]}",X118-ZN03-HOCKEY-1,False,Asphalt,False,43.0,False,False,,18.0,False,547.3281971562662,
B285,False,False,False,False,False,04,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92291815778414, 40.64288943374416], [-73.92277903427171, 40.64289701732805], [-73.92279195191227, 40.64301988825405], [-73.92293107804385, 40.64301230465622], [-73.92291815778414, 40.64288943374416]]]]}",B285-HANDBALL-2,False,Asphalt,False,67.0,False,False,False,45.0,False,167.23390182005454,
Q012,False,False,False,False,False,09,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.76867973788247, 40.77214963316026], [-73.7686083652921, 40.77194554050698], [-73.76848103994962, 40.77197006306881], [-73.76855397263435, 40.77217606620676], [-73.76867973788247, 40.77214963316026]]]]}",Q012-ZN03-TENNIS-4,False,Asphalt,False,111.0,False,False,False,19.0,False,227.1878079132757,
B021,False,True,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98025834926791, 40.697015748649896], [-73.98020193272055, 40.6969909829711], [-73.98014140161139, 40.69697269394083], [-73.98007802889477, 40.69696126539126], [-73.98001315027072, 40.69695693978753], [-73.97994813224507, 40.696959806516006], [-73.9798843437342, 40.69696980638178], [-73.97982312885584, 40.696986728002194], [-73.97976577734913, 40.69701021590555], [-73.97971349617985, 40.69703977412805], [-73.97966738823985, 40.69707478061722], [-73.97962842158199, 40.6971144989326], [-73.9795974199512, 40.69715809085034], [-73.97957503556364, 40.69720463977088], [-73.97956173845299, 40.69725316422411], [-73.97955781054513, 40.697302643082175], [-73.97956333381956, 40.697352032666586], [-73.97957819266439, 40.697400294664774], [-73.97960207268731, 40.69744641053781], [-73.9801785529485, 40.697462137855496], [-73.9802561953839, 40.69742104911335], [-73.98025834926791, 40.697015748649896]]]]}",B021-BASEBALL-2,False,Natural,False,88.0,True,False,False,35.0,False,658.9101903077112,
X188,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85455235074468, 40.9018576848779], [-73.8543347541862, 40.901755036263445], [-73.85424609991742, 40.901865234617915], [-73.85446514364455, 40.901968325558194], [-73.85455235074468, 40.9018576848779]]]]}",X188-BASKETBALL-1,False,Asphalt,False,47.0,False,False,False,11.0,False,236.09536422965652,
Q317,False,False,False,False,False,05,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.75841754286498, 40.746000074467595], [-73.75846239210111, 40.74609406559717], [-73.75856050962841, 40.74606768736441], [-73.75851558021542, 40.74597324314835], [-73.75841754286498, 40.746000074467595]]]]}",Q317-BASKETBALL-4,False,Asphalt,False,111.0,False,False,False,23.0,False,130.7275574998783,
X238,False,False,False,False,False,02,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9195736490524, 40.80910545854492], [-73.91945915069694, 40.80905677692159], [-73.91937315662787, 40.809173475414234], [-73.91948729143024, 40.809222030798324], [-73.9195736490524, 40.80910545854492]]]]}",X238-BASKETBALL-3,False,Asphalt,False,40.0,False,False,False,8.0,False,169.99759331868444,
Q369,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.73506581696981, 40.76197194882566], [-73.73513770155098, 40.76204319845545], [-73.73525864877296, 40.76196978424222], [-73.73518557548567, 40.76189902903558], [-73.73506581696981, 40.76197194882566]]]]}",Q369-HANDBALL-1,False,Asphalt,False,111.0,False,False,False,19.0,False,150.86797745398576,
X217,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92336189923925, 40.81071577210423], [-73.92336829790058, 40.810704584068276], [-73.92337211954202, 40.810692736055174], [-73.9233732547359, 40.81068056838066], [-73.92337166989847, 40.8106684286147], [-73.92336741203512, 40.81065666708211], [-73.92336060164816, 40.81064562064898], [-73.92335143511505, 40.810635605520154], [-73.9233401764013, 40.810626909129525], [-73.9233271464033, 40.810619782028255], [-73.92332143657825, 40.81061738560773], [-73.92327678268549, 40.8105986399502], [-73.92324868610613, 40.81058684543702], [-73.92312762500407, 40.81053602532085], [-73.92311496746886, 40.810530712046805], [-73.92310096430457, 40.81052681345668], [-73.92308633340056, 40.810524615486734], [-73.92307143024968, 40.81052417060288], [-73.9230566175037, 40.810525489853035], [-73.92304225430895, 40.810528541058986], [-73.92302868919407, 40.81053324971225], [-73.92301625176992, 40.81053950257054], [-73.92300524324808, 40.81054714765116], [-73.92299593050998, 40.8105559987296], [-73.92285272416653, 40.810752935550255], [-73.92284669976857, 40.81076426518617], [-73.92284319438538, 40.810776189935766], [-73.92284229964812, 40.8107883901838], [-73.92284404082808, 40.8108005372655], [-73.92284837208237, 40.810812305169804], [-73.92285517644618, 40.81082337684285], [-73.92286426937588, 40.81083345499643], [-73.92287540822178, 40.810842269318314], [-73.92288829340829, 40.81084958097561], [-73.92289767790399, 40.81085351972652], [-73.92309749967372, 40.810937402196714], [-73.92311184982447, 40.81094161259067], [-73.92312690131442, 40.81094402605655], [-73.92314226665434, 40.810944582903005], [-73.92315755119382, 40.810943266657816], [-73.92317236377882, 40.81094011217989], [-73.92318632149875, 40.81093520025897], [-73.92319906746548, 40.81092865672744], [-73.92321027437227, 40.81092064976076], [-73.92321965397922, 40.81091138628195], [-73.92326764370111, 40.81084539102126], [-73.92336189923925, 40.81071577210423]], [[-73.9233342779225, 40.81070700540223], [-73.92319774360867, 40.810894763804775], [-73.92319244945205, 40.810901882316074], [-73.92318562495008, 40.81090820376733], [-73.92317747417113, 40.81091354099071], [-73.92316823670616, 40.81091773565795], [-73.92315818884992, 40.81092066188321], [-73.92314762936915, 40.81092223431819], [-73.92313687120922, 40.81092240544498], [-73.92312623319263, 40.810921170073044], [-73.92311603290797, 40.810918565334696], [-73.92310657367551, 40.81091466797465], [-73.92290458175415, 40.810829874565755], [-73.92289512853404, 40.81082490109727], [-73.92288694718532, 40.810818763234344], [-73.92288028164253, 40.81081164574253], [-73.92287533195672, 40.810803760372934], [-73.92287224718642, 40.81079534405643], [-73.92287112066637, 40.81078665079603], [-73.92287198409645, 40.8107779390559], [-73.92287481228217, 40.81076947176461], [-73.92287952196669, 40.81076150190615], [-73.92302248964863, 40.810564892674456], [-73.92303025044325, 40.81055855564863], [-73.92303924027632, 40.81055323880642], [-73.92304923025057, 40.81054907796998], [-73.92305996424547, 40.81054617832644], [-73.92307116958222, 40.81054461533536], [-73.92308255940281, 40.81054442752674], [-73.92309384333116, 40.81054562101028], [-73.92310473222017, 40.810548164075705], [-73.92311494999679, 40.810551992603635], [-73.92331203942143, 40.810634728351395], [-73.92332082078582, 40.810639580672294], [-73.9233284845666, 40.81064542369752], [-73.92333484011638, 40.810652112320454], [-73.92333972999947, 40.810659478043405], [-73.92334302998285, 40.81066733708242], [-73.92334465732822, 40.81067549397453], [-73.92334457316035, 40.810683743380444], [-73.92334277771617, 40.81069187908628], [-73.92333931745058, 40.81069969851082], [-73.9233342779225, 40.81070700540223]]]]}",X217-TRACK-1,False,Asphalt,False,40.0,False,False,False,17.0,False,855.2907329177108,
B125,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99009743618386, 40.58780029537415], [-73.98984053751677, 40.587918685460856], [-73.98986203976341, 40.58794783459843], [-73.9901225218153, 40.58783308918995], [-73.99009743618386, 40.58780029537415]]]]}",B125-01-BOCCE-1,False,Sand,False,60.0,False,False,False,47.0,False,192.94884931562063,
M104,True,False,False,False,False,8,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92226218884858, 40.80117485762796], [-73.92231949539904, 40.80112376050348], [-73.92236463355958, 40.801066048191664], [-73.92239630975625, 40.80100337495369], [-73.92241361420474, 40.800937539385835], [-73.92241605178164, 40.80087042860801], [-73.92240355155695, 40.800803967841055], [-73.92237647278019, 40.8007400627787], [-73.92233559308612, 40.80068054645106], [-73.92228208248216, 40.80062712517828], [-73.92221747732967, 40.800581331729155], [-73.92214362944117, 40.80054447846314], [-73.9220626587199, 40.80051762398227], [-73.92197688447402, 40.80050153706711], [-73.92188876856093, 40.800496679530504], [-73.92180083838659, 40.800503189957624], [-73.92171561344287, 40.80052088275608], [-73.92158373122217, 40.8010576825728], [-73.92161720471162, 40.801089537090945], [-73.92226218884858, 40.80117485762796]]]]}",M104-ZN01-BASEBALL-2,False,Natural,False,25.0,False,True,False,8.0,False,786.4237926267319,
R022,False,False,False,False,False,02,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0993523366586, 40.62797131480776], [-74.09930377713751, 40.62775956159262], [-74.09917354829729, 40.62777501436381], [-74.09922141541045, 40.627987178868054], [-74.0993523366586, 40.62797131480776]]]]}",R022-04-TENNIS-1,False,Asphalt,False,120.0,False,False,False,49.0,False,230.1296406792908,
B232,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97268637266188, 40.68060575604589], [-73.9726349163085, 40.68075038803043], [-73.97275516645878, 40.68077588581209], [-73.97280586166784, 40.68063202803673], [-73.97268637266188, 40.68060575604589]]]]}",B232-HANDBALL-3,False,Asphalt,False,78.0,False,False,False,35.0,False,177.97543325644173,
Q051,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78010135598967, 40.69396208462891], [-73.78022594162668, 40.69398892834401], [-73.78030585542906, 40.693781997450614], [-73.78017835588511, 40.69375559220915], [-73.78010135598967, 40.69396208462891]]]]}",Q051-TENNIS-1,False,Asphalt,False,113.0,False,False,False,27.0,False,229.3311267602533,
Q427,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.76883405057347, 40.67358887811011], [-73.7687077836902, 40.67360689315188], [-73.76874116865015, 40.673727816104424], [-73.76886611898239, 40.673708199961204], [-73.76883405057347, 40.67358887811011]]]]}",Q427-HANDBALL-1,False,Asphalt,False,113.0,False,False,False,28.0,False,160.41564543561344,
Q002,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91198779103604, 40.710716194877726], [-73.91207494091593, 40.7106308191631], [-73.91199701717208, 40.710586899315494], [-73.91190986724988, 40.710672274971614], [-73.91198779103604, 40.710716194877726]]]]}",Q002-HANDBALL-1,False,Concrete,False,104.0,False,False,False,30.0,False,132.54040712301548,
M047,False,False,False,False,False,01A,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93563790174781, 40.79420123022965], [-73.93612386742794, 40.79440842741284], [-73.93639320489419, 40.794041183075116], [-73.93591257238644, 40.7938322024869], [-73.93563790174781, 40.79420123022965]]]]}",M047-SOCCER-2,False,Synthetic,False,23.0,False,False,False,8.0,False,615.2599283241,False
Q051,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78025845384145, 40.693426693151295], [-73.78005200914917, 40.6932840037998], [-73.7799346217292, 40.693381892377936], [-73.78014118326358, 40.69352611934162], [-73.78025845384145, 40.693426693151295]]]]}",Q051-BASKETBALL-1,False,Asphalt,False,113.0,False,False,False,27.0,False,252.02814793065463,
Q141,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94901919955579, 40.7470908131165], [-73.94889440757369, 40.74747188006751], [-73.94892943690135, 40.74751809608784], [-73.94938472719107, 40.74760704827493], [-73.9494224627587, 40.747571842442945], [-73.94945299973125, 40.74753280718774], [-73.94947567558596, 40.74749078689936], [-73.94949000062796, 40.747446691779686], [-73.94949566511023, 40.74740147533229], [-73.949492545166, 40.747356116354545], [-73.94948070874489, 40.74731159552719], [-73.94946041325656, 40.747268877402846], [-73.94943209611485, 40.74722888608882], [-73.94939637238178, 40.747192487236106], [-73.94935401228535, 40.747160467318764], [-73.94930593530827, 40.74713352102471], [-73.9492531794188, 40.74711222963083], [-73.94919688686689, 40.74709705559449], [-73.9491382781491, 40.747088325432784], [-73.94907861767257, 40.74708622970811], [-73.94901919955579, 40.7470908131165]]]]}",Q141-BASEBALL-1,False,Synthetic,False,108.0,False,False,False,26.0,False,574.083749417071,
B082,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.03676263455095, 40.612460466535495], [-74.03696681149651, 40.61231420953438], [-74.036877495921, 40.61224220642985], [-74.03667365172379, 40.61238969417973], [-74.03676263455095, 40.612460466535495]]]]}",B082-ZN05-TENNIS-2,False,Asphalt,False,68.0,False,False,False,43.0,False,227.65024580697323,
B057,False,False,False,False,False,19,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92120647026083, 40.590075084142], [-73.9211805061815, 40.59001284286266], [-73.92114439268578, 40.58995361586874], [-73.92109871457254, 40.58989836080869], [-73.92104420909249, 40.58984797059668], [-73.9209817576966, 40.58980325809849], [-73.92091237068863, 40.58976494801753], [-73.92083716834642, 40.58973365887232], [-73.92075736557578, 40.589709894882], [-73.92067425419727, 40.58969404235293], [-73.92058917579402, 40.589686357053296], [-73.92050350517928, 40.589686961500654], [-73.9204186279522, 40.589695847648024], [-73.92033591569974, 40.58971287146392], [-73.92025670473154, 40.58973775741957], [-73.92018227481383, 40.5897701029767], [-73.92011383026127, 40.58980938667809], [-73.92044402209746, 40.59028834036344], [-73.92053985403476, 40.59032312275379], [-73.92060217643575, 40.59031951150969], [-73.92120647026083, 40.590075084142]]]]}",B057-BASEBALL-1,False,Natural,False,63.0,False,False,False,46.0,False,814.681172502231,
M205,False,False,False,False,False,02,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95524305486038, 40.81056026447328], [-73.95513024561137, 40.810512840034065], [-73.95499352205908, 40.81070185705077], [-73.95510930042138, 40.81074928187786], [-73.95524305486038, 40.81056026447328]]]]}",M205-TENNIS-1,False,Asphalt,False,26.0,False,False,False,7.0,False,228.8691723935564,
Q322,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.75806474002901, 40.7213609907865], [-73.75801652230503, 40.721295850804374], [-73.75787899912076, 40.721354380490084], [-73.75792711303718, 40.721420050713384], [-73.75806474002901, 40.7213609907865]]]]}",Q322-HANDBALL-4,False,Asphalt,False,105.0,False,False,False,23.0,False,142.1072974501188,
R085,False,False,False,False,False,01,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.18618087193663, 40.52307531107909], [-74.18637642049146, 40.52299565162672], [-74.18638722582895, 40.52295434296733], [-74.18638561666761, 40.52292488743313], [-74.18637650677589, 40.52289623744463], [-74.18636024853936, 40.522869494677096], [-74.1863374655507, 40.52284568562035], [-74.18630903362663, 40.52282572558891], [-74.18627604530475, 40.52281038275901], [-74.18623976844785, 40.52280024491714], [-74.18620159781668, 40.52279570332942], [-74.18613369877261, 40.52280183799659], [-74.18607263344705, 40.522825307561], [-74.1860257517616, 40.522863286865984], [-74.18599869713499, 40.52291120379761], [-74.18610683388685, 40.52306113522072], [-74.18618087193663, 40.52307531107909]]]]}",R085-BASEBALL-1,False,Asphalt,False,123.0,True,False,False,51.0,False,322.50610428249195,
Q021,False,False,True,False,False,10,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77197769664471, 40.730498929731866], [-73.77188049090768, 40.73029834277609], [-73.77175860042303, 40.73033221981866], [-73.77185569748588, 40.73053264637069], [-73.77197769664471, 40.730498929731866]]]]}",Q021-ZN02-TENNIS-1,False,Asphalt,False,107.0,False,False,False,23.0,False,227.65181452298387,
X092,False,False,False,False,False,05,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89115862960666, 40.88542398475942], [-73.89131805959701, 40.88545376550333], [-73.89134538086255, 40.88537288069925], [-73.89118550087115, 40.88534340123125], [-73.89115862960666, 40.88542398475942]]]]}",X092-05-HANDBALL-3,False,Concrete,False,50.0,False,False,False,11.0,False,151.6019190261829,
B248,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92362716229684, 40.632593984780655], [-73.9238983921401, 40.632577840900126], [-73.9238843057698, 40.63244330385346], [-73.92361250406428, 40.63246074947204], [-73.92362716229684, 40.632593984780655]]]]}",B248-BASKETBALL-1,False,Asphalt,False,63.0,False,False,False,46.0,False,249.10387652573556,
Q377,False,False,False,False,False,03,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.853613144688, 40.73608434434075], [-73.85356670262664, 40.73599566440414], [-73.853467371505, 40.73602452724134], [-73.85351381464008, 40.73611320631863], [-73.853613144688, 40.73608434434075]]]]}",Q377-BASKETBALL-3,False,Asphalt,False,112.0,False,False,False,24.0,False,128.49129484706302,
B224,False,False,False,False,False,01,False,True,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92651053465, 40.68814006631897], [-73.9264109393764, 40.68762366698045], [-73.92568394120602, 40.68770646398927], [-73.9257851004303, 40.68822109275279], [-73.92651053465, 40.68814006631897]]]]}",B224A-SOCCER-1,False,Synthetic,True,81.0,False,False,True,41.0,False,786.9405863924137,
B058,False,False,False,False,False,03,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95457215569627, 40.7216062319158], [-73.95447005461615, 40.721542341849045], [-73.95429229170404, 40.72170872251913], [-73.95439325704857, 40.72177024125037], [-73.95457215569627, 40.7216062319158]]]]}",B058-ZN04-TENNIS-2,False,Asphalt,False,94.0,False,False,False,33.0,False,228.26797370326543,
B322,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94172559226637, 40.69378817862381], [-73.94158179384407, 40.69380446173872], [-73.9415953783586, 40.69387460418738], [-73.9417391781143, 40.693858318354685], [-73.94172559226637, 40.69378817862381]]]]}",B322-HANDBALL-1,False,Asphalt,False,79.0,False,False,False,36.0,False,132.2920384131417,
M110,False,False,False,False,False,01A,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93805418119344, 40.81564978248518], [-73.93797539682441, 40.815617191661964], [-73.93793293188601, 40.815674570098835], [-73.9380111222511, 40.81570740646713], [-73.93805418119344, 40.81564978248518]]]]}",M110-BASKETBALL-2,False,Asphalt,False,32.0,False,False,False,9.0,False,97.6848090153411,
B129,False,False,False,False,False,13,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99237146145482, 40.57915315675675], [-73.9922186979033, 40.57911973887025], [-73.9921839960383, 40.579216476211634], [-73.99233676097496, 40.579249893243556], [-73.99237146145482, 40.57915315675675]]]]}",B129-ZN01-HANDBALL-1,False,Asphalt,False,60.0,False,False,False,47.0,False,161.3708743716923,
M221,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98984286504955, 40.76327665905089], [-73.98998538557757, 40.7633363740578], [-73.99003591265576, 40.763268489424945], [-73.98989254550077, 40.7632082737253], [-73.98984286504955, 40.76327665905089]]]]}",M221-HANDBALL-2,False,Asphalt,False,18.0,False,False,False,3.0,False,147.33202476811437,
Q413,False,False,False,False,False,04,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77361243614386, 40.674810120431275], [-73.77370199840121, 40.67460786920167], [-73.77357818135869, 40.674575794090515], [-73.7734886173612, 40.67477880796047], [-73.77361243614386, 40.674810120431275]]]]}",Q413-TENNIS-2,False,Asphalt,False,113.0,False,False,False,28.0,False,228.2552887644108,
B210W,False,False,False,False,False,07,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0310297031636, 40.612235180745316], [-74.0309055979277, 40.612204383035575], [-74.03081535017118, 40.61240492002214], [-74.03093537221058, 40.61243637810929], [-74.0310297031636, 40.612235180745316]]]]}",B210W-03-TENNIS-3,False,Asphalt,False,68.0,False,False,False,43.0,False,226.5555664432164,True
Q021,False,True,False,False,False,T01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77143761816485, 40.736487134191236], [-73.7714640232972, 40.73644774962716], [-73.7714819137437, 40.7364056853508], [-73.77149083720415, 40.73636199946919], [-73.77149057210127, 40.73631778926737], [-73.77148112292606, 40.736274166884975], [-73.77146272862804, 40.73623222871544], [-73.77143585204752, 40.73619302927081], [-73.77140116698445, 40.736157554141], [-73.77135954644461, 40.73612669475692], [-73.77131203784943, 40.736101227630414], [-73.77125983351664, 40.73608179178369], [-73.77120424702436, 40.73606887699656], [-73.77114667657143, 40.736062806624616], [-73.77108856710579, 40.73606373482302], [-73.7710313819445, 40.73607163748513], [-73.77097655777459, 40.73608631665566], [-73.77092547268782, 40.736107401367256], [-73.77087941061119, 40.736134363778454], [-73.77083953050628, 40.73616652541528], [-73.77080683315388, 40.73620307691573], [-73.7707821433216, 40.73624309960532], [-73.77091352324675, 40.73657865901624], [-73.77098649963541, 40.73660683075937], [-73.77143761816485, 40.736487134191236]]]]}",Q021-ZN03-BASEBALL-5,False,Natural,False,107.0,False,False,False,23.0,False,620.8986756907827,
X196,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83999345779543, 40.87372801073666], [-73.83987966290329, 40.87351095111691], [-73.83970831729958, 40.87356322348453], [-73.839822111724, 40.873780282370674], [-73.83999345779543, 40.87372801073666]]]]}",X196-BASKETBALL-1,False,Asphalt,False,47.0,False,False,False,12.0,False,272.372177719127,
Q398,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9035544910051, 40.70486555753249], [-73.90345093840398, 40.70480380635551], [-73.90335442934636, 40.704896082783], [-73.90345736108543, 40.70495843056476], [-73.9035544910051, 40.70486555753249]]]]}",Q398-BASKETBALL-2,False,Asphalt,False,104.0,False,False,False,30.0,False,159.16405963454363,
X148H1,False,False,False,False,False,03,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89096431365193, 40.8432454222169], [-73.89088391552411, 40.843338474319275], [-73.89098175085363, 40.8433876455193], [-73.8910625397197, 40.843294890881495], [-73.89096431365193, 40.8432454222169]]]]}",X148H1-HANDBALL-1,False,Asphalt,False,48.0,False,False,False,15.0,False,146.138260720115,
M221,False,False,False,False,False,03,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99039015954274, 40.76368777536637], [-73.9905366816219, 40.76348463194833], [-73.99038863319632, 40.763423217912305], [-73.99024190130969, 40.76362541649728], [-73.99039015954274, 40.76368777536637]]]]}",M221-BASKETBALL-1,False,Asphalt,False,18.0,False,False,False,3.0,False,262.2021795588756,
M071,False,False,False,False,False,06,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96961577576917, 40.80596323940973], [-73.96975879127173, 40.806010315446954], [-73.96978962542127, 40.80595508065854], [-73.96964579262554, 40.805907284045226], [-73.96961577576917, 40.80596323940973]]]]}",M071-21-HANDBALL-1,False,Asphalt,False,26.0,False,False,False,9.0,False,130.48248926251293,
